ID,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/1,Parts per billion,25.869565,39,18,37,Parts per million,0.009208,0.024,9,20,Parts per billion,0.347826,1,0,1,Parts per million,0.552174,1.3,20,
2,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/1,Parts per billion,25.869565,39,18,37,Parts per million,0.009208,0.024,9,20,Parts per billion,0.347826,1,0,1,Parts per million,0.433333,0.9,23,10
3,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/1,Parts per billion,25.869565,39,18,37,Parts per million,0.009208,0.024,9,20,Parts per billion,0.371429,1,20,,Parts per million,0.552174,1.3,20,
4,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/1,Parts per billion,25.869565,39,18,37,Parts per million,0.009208,0.024,9,20,Parts per billion,0.371429,1,20,,Parts per million,0.433333,0.9,23,10
5,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/2,Parts per billion,29.913043,41,16,39,Parts per million,0.008417,0.022,8,19,Parts per billion,0.130435,1,6,1,Parts per million,0.404348,0.6,7,
6,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/2,Parts per billion,29.913043,41,16,39,Parts per million,0.008417,0.022,8,19,Parts per billion,0.130435,1,6,1,Parts per million,0.504167,1,0,11
7,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/2,Parts per billion,29.913043,41,16,39,Parts per million,0.008417,0.022,8,19,Parts per billion,0.128571,0.6,8,,Parts per million,0.404348,0.6,7,
8,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/2,Parts per billion,29.913043,41,16,39,Parts per million,0.008417,0.022,8,19,Parts per billion,0.128571,0.6,8,,Parts per million,0.504167,1,0,11
9,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/3,Parts per billion,25.913043,42,17,40,Parts per million,0.011708,0.03,9,25,Parts per billion,0.173913,1,17,1,Parts per million,0.365217,1,17,
10,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/3,Parts per billion,25.913043,42,17,40,Parts per million,0.011708,0.03,9,25,Parts per billion,0.173913,1,17,1,Parts per million,0.358333,0.7,23,8
11,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/3,Parts per billion,25.913043,42,17,40,Parts per million,0.011708,0.03,9,25,Parts per billion,0.171429,0.6,20,,Parts per million,0.365217,1,17,
12,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/3,Parts per billion,25.913043,42,17,40,Parts per million,0.011708,0.03,9,25,Parts per billion,0.171429,0.6,20,,Parts per million,0.358333,0.7,23,8
13,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/4,Parts per billion,35.217391,46,18,43,Parts per million,0.005542,0.015,9,13,Parts per billion,0.608696,2,18,3,Parts per million,0.578261,1.8,18,
14,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/4,Parts per billion,35.217391,46,18,43,Parts per million,0.005542,0.015,9,13,Parts per billion,0.608696,2,18,3,Parts per million,0.541667,1,23,11
15,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/4,Parts per billion,35.217391,46,18,43,Parts per million,0.005542,0.015,9,13,Parts per billion,0.642857,1.3,20,,Parts per million,0.578261,1.8,18,
16,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/4,Parts per billion,35.217391,46,18,43,Parts per million,0.005542,0.015,9,13,Parts per billion,0.642857,1.3,20,,Parts per million,0.541667,1,23,11
17,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/5,Parts per billion,37,47,18,44,Parts per million,0.006042,0.016,9,14,Parts per billion,0.652174,2,21,3,Parts per million,0.713043,1.8,21,
18,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/5,Parts per billion,37,47,18,44,Parts per million,0.006042,0.016,9,14,Parts per billion,0.652174,2,21,3,Parts per million,0.604167,1.3,23,15
19,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/5,Parts per billion,37,47,18,44,Parts per million,0.006042,0.016,9,14,Parts per billion,0.642857,1.6,23,,Parts per million,0.713043,1.8,21,
20,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/5,Parts per billion,37,47,18,44,Parts per million,0.006042,0.016,9,14,Parts per billion,0.642857,1.6,23,,Parts per million,0.604167,1.3,23,15
21,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/6,Parts per billion,46.434783,55,15,52,Parts per million,0.003583,0.009,8,8,Parts per billion,1.347826,2,5,3,Parts per million,1.065217,1.9,22,
22,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/6,Parts per billion,46.434783,55,15,52,Parts per million,0.003583,0.009,8,8,Parts per billion,1.347826,2,5,3,Parts per million,1.045833,1.4,0,16
23,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/6,Parts per billion,46.434783,55,15,52,Parts per million,0.003583,0.009,8,8,Parts per billion,1.314286,2,17,,Parts per million,1.065217,1.9,22,
24,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/6,Parts per billion,46.434783,55,15,52,Parts per million,0.003583,0.009,8,8,Parts per billion,1.314286,2,17,,Parts per million,1.045833,1.4,0,16
25,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/7,Parts per billion,52.26087,70,15,68,Parts per million,0.002833,0.007,7,6,Parts per billion,1.434783,2,5,3,Parts per million,1.321739,2.3,22,
26,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/7,Parts per billion,52.26087,70,15,68,Parts per million,0.002833,0.007,7,6,Parts per billion,1.434783,2,5,3,Parts per million,1.275,1.7,23,19
27,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/7,Parts per billion,52.26087,70,15,68,Parts per million,0.002833,0.007,7,6,Parts per billion,1.4,2,8,,Parts per million,1.321739,2.3,22,
28,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/7,Parts per billion,52.26087,70,15,68,Parts per million,0.002833,0.007,7,6,Parts per billion,1.4,2,8,,Parts per million,1.275,1.7,23,19
29,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/8,Parts per billion,42.608696,58,17,55,Parts per million,0.005375,0.014,9,12,Parts per billion,0.956522,2,0,3,Parts per million,1.021739,2.1,0,
30,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/8,Parts per billion,42.608696,58,17,55,Parts per million,0.005375,0.014,9,12,Parts per billion,0.956522,2,0,3,Parts per million,1.191667,2,1,23
31,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/8,Parts per billion,42.608696,58,17,55,Parts per million,0.005375,0.014,9,12,Parts per billion,0.885714,2,8,,Parts per million,1.021739,2.1,0,
32,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/8,Parts per billion,42.608696,58,17,55,Parts per million,0.005375,0.014,9,12,Parts per billion,0.885714,2,8,,Parts per million,1.191667,2,1,23
33,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/9,Parts per billion,29.826087,41,17,39,Parts per million,0.006583,0.017,9,14,Parts per billion,0.304348,1,0,1,Parts per million,0.456522,0.9,18,
34,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/9,Parts per billion,29.826087,41,17,39,Parts per million,0.006583,0.017,9,14,Parts per billion,0.304348,1,0,1,Parts per million,0.504167,1,0,11
35,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/9,Parts per billion,29.826087,41,17,39,Parts per million,0.006583,0.017,9,14,Parts per billion,0.314286,1,23,,Parts per million,0.456522,0.9,18,
36,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/9,Parts per billion,29.826087,41,17,39,Parts per million,0.006583,0.017,9,14,Parts per billion,0.314286,1,23,,Parts per million,0.504167,1,0,11
37,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/10,Parts per billion,30.73913,48,18,45,Parts per million,0.00875,0.022,9,19,Parts per billion,0.521739,2,16,3,Parts per million,0.578261,1.6,22,
38,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/10,Parts per billion,30.73913,48,18,45,Parts per million,0.00875,0.022,9,19,Parts per billion,0.521739,2,16,3,Parts per million,0.483333,1,23,11
39,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/10,Parts per billion,30.73913,48,18,45,Parts per million,0.00875,0.022,9,19,Parts per billion,0.557143,1.3,17,,Parts per million,0.578261,1.6,22,
40,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/10,Parts per billion,30.73913,48,18,45,Parts per million,0.00875,0.022,9,19,Parts per billion,0.557143,1.3,17,,Parts per million,0.483333,1,23,11
41,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/11,Parts per billion,39.086957,57,19,54,Parts per million,0.006042,0.016,8,14,Parts per billion,0.913043,2,7,3,Parts per million,0.9,1.8,20,
42,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/11,Parts per billion,39.086957,57,19,54,Parts per million,0.006042,0.016,8,14,Parts per billion,0.913043,2,7,3,Parts per million,0.875,1.3,23,15
43,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/11,Parts per billion,39.086957,57,19,54,Parts per million,0.006042,0.016,8,14,Parts per billion,0.871429,1.6,23,,Parts per million,0.9,1.8,20,
44,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/11,Parts per billion,39.086957,57,19,54,Parts per million,0.006042,0.016,8,14,Parts per billion,0.871429,1.6,23,,Parts per million,0.875,1.3,23,15
45,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/12,Parts per billion,46.217391,72,11,70,Parts per million,0.005875,0.014,22,12,Parts per billion,1.304348,4,11,6,Parts per million,0.926087,1.7,8,
46,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/12,Parts per billion,46.217391,72,11,70,Parts per million,0.005875,0.014,22,12,Parts per billion,1.304348,4,11,6,Parts per million,1.083333,1.4,0,16
47,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/12,Parts per billion,46.217391,72,11,70,Parts per million,0.005875,0.014,22,12,Parts per billion,1.257143,2.3,11,,Parts per million,0.926087,1.7,8,
48,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/12,Parts per billion,46.217391,72,11,70,Parts per million,0.005875,0.014,22,12,Parts per billion,1.257143,2.3,11,,Parts per million,1.083333,1.4,0,16
49,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/13,Parts per billion,24.391304,39,21,37,Parts per million,0.012458,0.023,10,19,Parts per billion,0.130435,1,9,1,Parts per million,0.265217,0.5,23,
50,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/13,Parts per billion,24.391304,39,21,37,Parts per million,0.012458,0.023,10,19,Parts per billion,0.130435,1,9,1,Parts per million,0.2875,0.5,0,6
51,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/13,Parts per billion,24.391304,39,21,37,Parts per million,0.012458,0.023,10,19,Parts per billion,0.142857,1,11,,Parts per million,0.265217,0.5,23,
52,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/13,Parts per billion,24.391304,39,21,37,Parts per million,0.012458,0.023,10,19,Parts per billion,0.142857,1,11,,Parts per million,0.2875,0.5,0,6
53,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/14,Parts per billion,37.391304,56,17,53,Parts per million,0.007083,0.017,9,14,Parts per billion,0.956522,2,12,3,Parts per million,0.76087,1.9,19,
54,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/14,Parts per billion,37.391304,56,17,53,Parts per million,0.007083,0.017,9,14,Parts per billion,0.956522,2,12,3,Parts per million,0.5875,1.3,23,15
55,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/14,Parts per billion,37.391304,56,17,53,Parts per million,0.007083,0.017,9,14,Parts per billion,1.028571,2,20,,Parts per million,0.76087,1.9,19,
56,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/14,Parts per billion,37.391304,56,17,53,Parts per million,0.007083,0.017,9,14,Parts per billion,1.028571,2,20,,Parts per million,0.5875,1.3,23,15
57,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/15,Parts per billion,40,50,17,47,Parts per million,0.005875,0.016,9,14,Parts per billion,0.869565,2,5,3,Parts per million,0.9,1.9,19,
58,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/15,Parts per billion,40,50,17,47,Parts per million,0.005875,0.016,9,14,Parts per billion,0.869565,2,5,3,Parts per million,0.941667,1.5,0,17
59,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/15,Parts per billion,40,50,17,47,Parts per million,0.005875,0.016,9,14,Parts per billion,0.785714,1.6,20,,Parts per million,0.9,1.9,19,
60,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/15,Parts per billion,40,50,17,47,Parts per million,0.005875,0.016,9,14,Parts per billion,0.785714,1.6,20,,Parts per million,0.941667,1.5,0,17
61,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/16,Parts per billion,35.086957,41,19,39,Parts per million,0.007333,0.019,10,16,Parts per billion,0.826087,2,11,3,Parts per million,0.591304,1.1,0,
62,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/16,Parts per billion,35.086957,41,19,39,Parts per million,0.007333,0.019,10,16,Parts per billion,0.826087,2,11,3,Parts per million,0.683333,1.3,0,15
63,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/16,Parts per billion,35.086957,41,19,39,Parts per million,0.007333,0.019,10,16,Parts per billion,0.785714,1.6,14,,Parts per million,0.591304,1.1,0,
64,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/16,Parts per billion,35.086957,41,19,39,Parts per million,0.007333,0.019,10,16,Parts per billion,0.785714,1.6,14,,Parts per million,0.683333,1.3,0,15
65,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/17,Parts per billion,23.217391,38,0,36,Parts per million,0.018083,0.029,9,25,Parts per billion,0.434783,1,2,1,Parts per million,0.382609,1,3,
66,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/17,Parts per billion,23.217391,38,0,36,Parts per million,0.018083,0.029,9,25,Parts per billion,0.434783,1,2,1,Parts per million,0.479167,0.8,2,9
67,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/17,Parts per billion,23.217391,38,0,36,Parts per million,0.018083,0.029,9,25,Parts per billion,0.342857,0.6,8,,Parts per million,0.382609,1,3,
68,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/17,Parts per billion,23.217391,38,0,36,Parts per million,0.018083,0.029,9,25,Parts per billion,0.342857,0.6,8,,Parts per million,0.479167,0.8,2,9
69,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/18,Parts per billion,18.608696,43,21,41,Parts per million,0.016208,0.023,10,19,Parts per billion,0,0,0,0,Parts per million,0.165217,0.5,21,
70,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/18,Parts per billion,18.608696,43,21,41,Parts per million,0.016208,0.023,10,19,Parts per billion,0,0,0,0,Parts per million,0.1625,0.3,22,3
71,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/18,Parts per billion,18.608696,43,21,41,Parts per million,0.016208,0.023,10,19,Parts per billion,0,0,2,,Parts per million,0.165217,0.5,21,
72,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/18,Parts per billion,18.608696,43,21,41,Parts per million,0.016208,0.023,10,19,Parts per billion,0,0,2,,Parts per million,0.1625,0.3,22,3
73,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/19,Parts per billion,27.391304,39,19,37,Parts per million,0.006583,0.014,9,12,Parts per billion,0.173913,1,19,1,Parts per million,0.421739,1.1,21,
74,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/19,Parts per billion,27.391304,39,19,37,Parts per million,0.006583,0.014,9,12,Parts per billion,0.173913,1,19,1,Parts per million,0.316667,0.8,23,9
75,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/19,Parts per billion,27.391304,39,19,37,Parts per million,0.006583,0.014,9,12,Parts per billion,0.171429,0.6,20,,Parts per million,0.421739,1.1,21,
76,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/19,Parts per billion,27.391304,39,19,37,Parts per million,0.006583,0.014,9,12,Parts per billion,0.171429,0.6,20,,Parts per million,0.316667,0.8,23,9
77,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/20,Parts per billion,25.217391,35,21,33,Parts per million,0.01125,0.018,11,15,Parts per billion,0,0,0,0,Parts per million,0.243478,0.8,0,
78,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/20,Parts per billion,25.217391,35,21,33,Parts per million,0.01125,0.018,11,15,Parts per billion,0,0,0,0,Parts per million,0.35,0.9,0,10
79,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/20,Parts per billion,25.217391,35,21,33,Parts per million,0.01125,0.018,11,15,Parts per billion,0,0,2,,Parts per million,0.243478,0.8,0,
80,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/20,Parts per billion,25.217391,35,21,33,Parts per million,0.01125,0.018,11,15,Parts per billion,0,0,2,,Parts per million,0.35,0.9,0,10
81,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/21,Parts per billion,18.521739,35,12,33,Parts per million,0.022542,0.032,18,27,Parts per billion,0,0,0,0,Parts per million,0.117391,0.3,12,
82,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/21,Parts per billion,18.521739,35,12,33,Parts per million,0.022542,0.032,18,27,Parts per billion,0,0,0,0,Parts per million,0.154167,0.2,0,2
83,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/21,Parts per billion,18.521739,35,12,33,Parts per million,0.022542,0.032,18,27,Parts per billion,0,0,2,,Parts per million,0.117391,0.3,12,
84,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/21,Parts per billion,18.521739,35,12,33,Parts per million,0.022542,0.032,18,27,Parts per billion,0,0,2,,Parts per million,0.154167,0.2,0,2
85,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/22,Parts per billion,28.782609,42,18,40,Parts per million,0.009208,0.019,0,16,Parts per billion,0,0,0,0,Parts per million,0.256522,0.5,23,
86,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/22,Parts per billion,28.782609,42,18,40,Parts per million,0.009208,0.019,0,16,Parts per billion,0,0,0,0,Parts per million,0.220833,0.4,23,5
87,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/22,Parts per billion,28.782609,42,18,40,Parts per million,0.009208,0.019,0,16,Parts per billion,0,0,2,,Parts per million,0.256522,0.5,23,
88,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/22,Parts per billion,28.782609,42,18,40,Parts per million,0.009208,0.019,0,16,Parts per billion,0,0,2,,Parts per million,0.220833,0.4,23,5
89,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/23,Parts per billion,22.434783,35,19,33,Parts per million,0.01225,0.03,10,25,Parts per billion,0.130435,1,7,1,Parts per million,0.495652,1.1,21,
90,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/23,Parts per billion,22.434783,35,19,33,Parts per million,0.01225,0.03,10,25,Parts per billion,0.130435,1,7,1,Parts per million,0.433333,0.7,7,8
91,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/23,Parts per billion,22.434783,35,19,33,Parts per million,0.01225,0.03,10,25,Parts per billion,0.128571,0.3,8,,Parts per million,0.495652,1.1,21,
92,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/23,Parts per billion,22.434783,35,19,33,Parts per million,0.01225,0.03,10,25,Parts per billion,0.128571,0.3,8,,Parts per million,0.433333,0.7,7,8
93,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/24,Parts per billion,21.217391,38,21,36,Parts per million,0.013583,0.033,11,28,Parts per billion,0.086957,1,0,1,Parts per million,0.491304,1.2,0,
94,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/24,Parts per billion,21.217391,38,21,36,Parts per million,0.013583,0.033,11,28,Parts per billion,0.086957,1,0,1,Parts per million,0.545833,1,2,11
95,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/24,Parts per billion,21.217391,38,21,36,Parts per million,0.013583,0.033,11,28,Parts per billion,0.085714,0.6,2,,Parts per million,0.491304,1.2,0,
96,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/24,Parts per billion,21.217391,38,21,36,Parts per million,0.013583,0.033,11,28,Parts per billion,0.085714,0.6,2,,Parts per million,0.545833,1,2,11
97,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/25,Parts per billion,32.304348,44,17,42,Parts per million,0.007583,0.019,9,16,Parts per billion,0.347826,1,5,1,Parts per million,0.643478,1.3,8,
98,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/25,Parts per billion,32.304348,44,17,42,Parts per million,0.007583,0.019,9,16,Parts per billion,0.347826,1,5,1,Parts per million,0.616667,0.9,8,10
99,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/25,Parts per billion,32.304348,44,17,42,Parts per million,0.007583,0.019,9,16,Parts per billion,0.314286,1,8,,Parts per million,0.643478,1.3,8,
100,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/25,Parts per billion,32.304348,44,17,42,Parts per million,0.007583,0.019,9,16,Parts per billion,0.314286,1,8,,Parts per million,0.616667,0.9,8,10
101,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/26,Parts per billion,33.130435,43,10,41,Parts per million,0.006,0.01,15,8,Parts per billion,0.478261,1,1,1,Parts per million,0.547826,1.2,7,
102,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/26,Parts per billion,33.130435,43,10,41,Parts per million,0.006,0.01,15,8,Parts per billion,0.478261,1,1,1,Parts per million,0.6375,0.8,1,9
103,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/26,Parts per billion,33.130435,43,10,41,Parts per million,0.006,0.01,15,8,Parts per billion,0.471429,1,8,,Parts per million,0.547826,1.2,7,
104,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/26,Parts per billion,33.130435,43,10,41,Parts per million,0.006,0.01,15,8,Parts per billion,0.471429,1,8,,Parts per million,0.6375,0.8,1,9
105,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/27,Parts per billion,29.478261,43,20,41,Parts per million,0.008125,0.021,9,18,Parts per billion,0.26087,1,18,1,Parts per million,0.465217,1.1,21,
106,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/27,Parts per billion,29.478261,43,20,41,Parts per million,0.008125,0.021,9,18,Parts per billion,0.26087,1,18,1,Parts per million,0.3625,0.7,23,8
107,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/27,Parts per billion,29.478261,43,20,41,Parts per million,0.008125,0.021,9,18,Parts per billion,0.285714,1,20,,Parts per million,0.465217,1.1,21,
108,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/27,Parts per billion,29.478261,43,20,41,Parts per million,0.008125,0.021,9,18,Parts per billion,0.285714,1,20,,Parts per million,0.3625,0.7,23,8
109,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/28,Parts per billion,32.956522,46,8,43,Parts per million,0.009875,0.025,10,21,Parts per billion,0.695652,2,7,3,Parts per million,0.565217,1.7,7,
110,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/1/28,Parts per billion,32.956522,46,8,43,Parts per million,0.009875,0.025,10,21,Parts per billion,0.695652,2,7,3,Parts per million,0.6,0.8,0,9
