ID,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
605,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/2,Parts per billion,17.33913,28.9,23,26,Parts per million,0.030833,0.046,12,39,Parts per billion,0.004348,0.1,11,0,Parts per million,0.4,0.6,23,
606,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/2,Parts per billion,17.33913,28.9,23,26,Parts per million,0.030833,0.046,12,39,Parts per billion,0.004348,0.1,11,0,Parts per million,0.366667,0.5,23,6
607,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/2,Parts per billion,17.33913,28.9,23,26,Parts per million,0.030833,0.046,12,39,Parts per billion,0,0,2,,Parts per million,0.4,0.6,23,
608,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/2,Parts per billion,17.33913,28.9,23,26,Parts per million,0.030833,0.046,12,39,Parts per billion,0,0,2,,Parts per million,0.366667,0.5,23,6
609,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/3,Parts per billion,28.781818,39.8,8,37,Parts per million,0.0245,0.044,10,37,Parts per billion,0.259091,1,5,1,Parts per million,0.595455,1.1,8,
610,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/3,Parts per billion,28.781818,39.8,8,37,Parts per million,0.0245,0.044,10,37,Parts per billion,0.259091,1,5,1,Parts per million,0.6125,0.8,9,9
611,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/3,Parts per billion,28.781818,39.8,8,37,Parts per million,0.0245,0.044,10,37,Parts per billion,0.2,0.6,8,,Parts per million,0.595455,1.1,8,
612,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/3,Parts per billion,28.781818,39.8,8,37,Parts per million,0.0245,0.044,10,37,Parts per billion,0.2,0.6,8,,Parts per million,0.6125,0.8,9,9
613,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/4,Parts per billion,27.895652,41.8,22,39,Parts per million,0.026458,0.048,10,41,Parts per billion,0.304348,1,9,1,Parts per million,0.495652,0.6,7,
614,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/4,Parts per billion,27.895652,41.8,22,39,Parts per million,0.026458,0.048,10,41,Parts per billion,0.304348,1,9,1,Parts per million,0.491667,0.6,11,7
615,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/4,Parts per billion,27.895652,41.8,22,39,Parts per million,0.026458,0.048,10,41,Parts per billion,0.285714,0.7,11,,Parts per million,0.495652,0.6,7,
616,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/4,Parts per billion,27.895652,41.8,22,39,Parts per million,0.026458,0.048,10,41,Parts per billion,0.285714,0.7,11,,Parts per million,0.491667,0.6,11,7
617,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/5,Parts per billion,21.678261,31,0,29,Parts per million,0.0355,0.065,11,67,Parts per billion,0.269565,1,8,1,Parts per million,0.482609,0.6,8,
618,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/5,Parts per billion,21.678261,31,0,29,Parts per million,0.0355,0.065,11,67,Parts per billion,0.269565,1,8,1,Parts per million,0.5,0.6,11,7
619,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/5,Parts per billion,21.678261,31,0,29,Parts per million,0.0355,0.065,11,67,Parts per billion,0.214286,0.4,2,,Parts per million,0.482609,0.6,8,
620,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/5,Parts per billion,21.678261,31,0,29,Parts per million,0.0355,0.065,11,67,Parts per billion,0.214286,0.4,2,,Parts per million,0.5,0.6,11,7
621,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/6,Parts per billion,15.122727,21.6,9,20,Parts per million,0.033208,0.052,10,44,Parts per billion,0.068182,0.7,5,0,Parts per million,0.404545,0.5,8,
622,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/6,Parts per billion,15.122727,21.6,9,20,Parts per million,0.033208,0.052,10,44,Parts per billion,0.068182,0.7,5,0,Parts per million,0.404167,0.5,10,6
623,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/6,Parts per billion,15.122727,21.6,9,20,Parts per million,0.033208,0.052,10,44,Parts per billion,0.028571,0.2,8,,Parts per million,0.404545,0.5,8,
624,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/6,Parts per billion,15.122727,21.6,9,20,Parts per million,0.033208,0.052,10,44,Parts per billion,0.028571,0.2,8,,Parts per million,0.404167,0.5,10,6
625,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/7,Parts per billion,19.7,33.6,8,31,Parts per million,0.022167,0.036,11,31,Parts per billion,1.331818,3.2,12,4,Parts per million,0.559091,0.8,8,
626,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/7,Parts per billion,19.7,33.6,8,31,Parts per million,0.022167,0.036,11,31,Parts per billion,1.331818,3.2,12,4,Parts per million,0.541667,0.7,10,8
627,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/7,Parts per billion,19.7,33.6,8,31,Parts per million,0.022167,0.036,11,31,Parts per billion,1.285714,2.9,14,,Parts per million,0.559091,0.8,8,
628,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/7,Parts per billion,19.7,33.6,8,31,Parts per million,0.022167,0.036,11,31,Parts per billion,1.285714,2.9,14,,Parts per million,0.541667,0.7,10,8
629,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/8,Parts per billion,20.05,34.6,8,32,Parts per million,0.021,0.031,12,26,Parts per billion,0.004545,0.1,14,0,Parts per million,0.395455,0.6,9,
630,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/8,Parts per billion,20.05,34.6,8,32,Parts per million,0.021,0.031,12,26,Parts per billion,0.004545,0.1,14,0,Parts per million,0.429167,0.5,0,6
631,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/8,Parts per billion,20.05,34.6,8,32,Parts per million,0.021,0.031,12,26,Parts per billion,0,0,2,,Parts per million,0.395455,0.6,9,
632,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/8,Parts per billion,20.05,34.6,8,32,Parts per million,0.021,0.031,12,26,Parts per billion,0,0,2,,Parts per million,0.429167,0.5,0,6
633,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/9,Parts per billion,17.240909,28,21,26,Parts per million,0.0285,0.043,11,36,Parts per billion,0.068182,0.7,21,0,Parts per million,0.35,0.5,7,
634,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/9,Parts per billion,17.240909,28,21,26,Parts per million,0.0285,0.043,11,36,Parts per billion,0.068182,0.7,21,0,Parts per million,0.341667,0.4,7,5
635,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/9,Parts per billion,17.240909,28,21,26,Parts per million,0.0285,0.043,11,36,Parts per billion,0.057143,0.4,23,,Parts per million,0.35,0.5,7,
636,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/9,Parts per billion,17.240909,28,21,26,Parts per million,0.0285,0.043,11,36,Parts per billion,0.057143,0.4,23,,Parts per million,0.341667,0.4,7,5
637,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/10,Parts per billion,15.121739,24.6,6,23,Parts per million,0.032458,0.041,11,35,Parts per billion,0.330435,1.2,2,1,Parts per million,0.321739,0.4,6,
638,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/10,Parts per billion,15.121739,24.6,6,23,Parts per million,0.032458,0.041,11,35,Parts per billion,0.330435,1.2,2,1,Parts per million,0.341667,0.4,0,5
639,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/10,Parts per billion,15.121739,24.6,6,23,Parts per million,0.032458,0.041,11,35,Parts per billion,0.285714,0.7,2,,Parts per million,0.321739,0.4,6,
640,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/10,Parts per billion,15.121739,24.6,6,23,Parts per million,0.032458,0.041,11,35,Parts per billion,0.285714,0.7,2,,Parts per million,0.341667,0.4,0,5
641,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/11,Parts per billion,13.573913,23.1,8,22,Parts per million,0.030375,0.038,10,32,Parts per billion,0.13913,0.8,8,0,Parts per million,0.304348,0.4,6,
642,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/11,Parts per billion,13.573913,23.1,8,22,Parts per million,0.030375,0.038,10,32,Parts per billion,0.13913,0.8,8,0,Parts per million,0.283333,0.3,0,3
643,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/11,Parts per billion,13.573913,23.1,8,22,Parts per million,0.030375,0.038,10,32,Parts per billion,0.128571,0.6,11,,Parts per million,0.304348,0.4,6,
644,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/11,Parts per billion,13.573913,23.1,8,22,Parts per million,0.030375,0.038,10,32,Parts per billion,0.128571,0.6,11,,Parts per million,0.283333,0.3,0,3
645,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/12,Parts per billion,12.669565,26.6,21,25,Parts per million,0.029875,0.041,9,35,Parts per billion,0.417391,1,12,1,Parts per million,0.295652,0.4,21,
646,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/12,Parts per billion,12.669565,26.6,21,25,Parts per million,0.029875,0.041,9,35,Parts per billion,0.417391,1,12,1,Parts per million,0.2875,0.3,0,3
647,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/12,Parts per billion,12.669565,26.6,21,25,Parts per million,0.029875,0.041,9,35,Parts per billion,0.428571,0.9,14,,Parts per million,0.295652,0.4,21,
648,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/12,Parts per billion,12.669565,26.6,21,25,Parts per million,0.029875,0.041,9,35,Parts per billion,0.428571,0.9,14,,Parts per million,0.2875,0.3,0,3
649,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/13,Parts per billion,10.904348,19.2,0,18,Parts per million,0.029542,0.046,10,39,Parts per billion,0.017391,0.3,0,0,Parts per million,0.343478,0.4,0,
650,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/13,Parts per billion,10.904348,19.2,0,18,Parts per million,0.029542,0.046,10,39,Parts per billion,0.017391,0.3,0,0,Parts per million,0.3625,0.4,0,5
651,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/13,Parts per billion,10.904348,19.2,0,18,Parts per million,0.029542,0.046,10,39,Parts per billion,0.014286,0.1,2,,Parts per million,0.343478,0.4,0,
652,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/13,Parts per billion,10.904348,19.2,0,18,Parts per million,0.029542,0.046,10,39,Parts per billion,0.014286,0.1,2,,Parts per million,0.3625,0.4,0,5
653,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/14,Parts per billion,21.834783,35.7,9,33,Parts per million,0.022958,0.049,10,42,Parts per billion,0.008696,0.2,5,0,Parts per million,0.495652,0.8,5,
654,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/14,Parts per billion,21.834783,35.7,9,33,Parts per million,0.022958,0.049,10,42,Parts per billion,0.008696,0.2,5,0,Parts per million,0.508333,0.7,9,8
655,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/14,Parts per billion,21.834783,35.7,9,33,Parts per million,0.022958,0.049,10,42,Parts per billion,0,0,2,,Parts per million,0.495652,0.8,5,
656,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/14,Parts per billion,21.834783,35.7,9,33,Parts per million,0.022958,0.049,10,42,Parts per billion,0,0,2,,Parts per million,0.508333,0.7,9,8
657,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/15,Parts per billion,23.225,35.5,2,33,Parts per million,0.01825,0.027,10,23,Parts per billion,0.61,7.3,15,10,Parts per million,0.46,0.8,15,
658,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/15,Parts per billion,23.225,35.5,2,33,Parts per million,0.01825,0.027,10,23,Parts per billion,0.61,7.3,15,10,Parts per million,0.466667,0.5,7,6
659,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/15,Parts per billion,23.225,35.5,2,33,Parts per million,0.01825,0.027,10,23,Parts per billion,0.55,2.6,17,,Parts per million,0.46,0.8,15,
660,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/15,Parts per billion,23.225,35.5,2,33,Parts per million,0.01825,0.027,10,23,Parts per billion,0.55,2.6,17,,Parts per million,0.466667,0.5,7,6
661,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/16,Parts per billion,15.35,29.3,23,27,Parts per million,0.024167,0.036,11,31,Parts per billion,0.113636,0.9,0,0,Parts per million,0.345455,0.6,7,
662,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/16,Parts per billion,15.35,29.3,23,27,Parts per million,0.024167,0.036,11,31,Parts per billion,0.113636,0.9,0,0,Parts per million,0.358333,0.4,0,5
663,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/16,Parts per billion,15.35,29.3,23,27,Parts per million,0.024167,0.036,11,31,Parts per billion,0.1,0.5,2,,Parts per million,0.345455,0.6,7,
664,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/16,Parts per billion,15.35,29.3,23,27,Parts per million,0.024167,0.036,11,31,Parts per billion,0.1,0.5,2,,Parts per million,0.358333,0.4,0,5
665,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/17,Parts per billion,23.791304,40.4,9,38,Parts per million,0.027083,0.05,10,42,Parts per billion,0.391304,1,7,1,Parts per million,0.486957,0.9,9,
666,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/17,Parts per billion,23.791304,40.4,9,38,Parts per million,0.027083,0.05,10,42,Parts per billion,0.391304,1,7,1,Parts per million,0.483333,0.6,9,7
667,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/17,Parts per billion,23.791304,40.4,9,38,Parts per million,0.027083,0.05,10,42,Parts per billion,0.385714,0.9,8,,Parts per million,0.486957,0.9,9,
668,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/17,Parts per billion,23.791304,40.4,9,38,Parts per million,0.027083,0.05,10,42,Parts per billion,0.385714,0.9,8,,Parts per million,0.483333,0.6,9,7
669,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/18,Parts per billion,18.656522,31.3,0,29,Parts per million,0.02875,0.046,11,39,Parts per billion,0.178261,1,10,1,Parts per million,0.365217,0.5,0,
670,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/18,Parts per billion,18.656522,31.3,0,29,Parts per million,0.02875,0.046,11,39,Parts per billion,0.178261,1,10,1,Parts per million,0.375,0.4,0,5
671,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/18,Parts per billion,18.656522,31.3,0,29,Parts per million,0.02875,0.046,11,39,Parts per billion,0.185714,0.8,14,,Parts per million,0.365217,0.5,0,
672,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/18,Parts per billion,18.656522,31.3,0,29,Parts per million,0.02875,0.046,11,39,Parts per billion,0.185714,0.8,14,,Parts per million,0.375,0.4,0,5
673,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/19,Parts per billion,15.226087,25.3,3,24,Parts per million,0.024375,0.045,10,38,Parts per billion,0.117391,0.9,9,0,Parts per million,0.378261,0.7,5,
674,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/19,Parts per billion,15.226087,25.3,3,24,Parts per million,0.024375,0.045,10,38,Parts per billion,0.117391,0.9,9,0,Parts per million,0.375,0.5,9,6
675,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/19,Parts per billion,15.226087,25.3,3,24,Parts per million,0.024375,0.045,10,38,Parts per billion,0.1,0.3,11,,Parts per million,0.378261,0.7,5,
676,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/19,Parts per billion,15.226087,25.3,3,24,Parts per million,0.024375,0.045,10,38,Parts per billion,0.1,0.3,11,,Parts per million,0.375,0.5,9,6
677,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/20,Parts per billion,13.359091,24.9,2,23,Parts per million,0.028708,0.052,10,44,Parts per billion,0.436364,1.5,10,1,Parts per million,0.359091,0.6,5,
678,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/20,Parts per billion,13.359091,24.9,2,23,Parts per million,0.028708,0.052,10,44,Parts per billion,0.436364,1.5,10,1,Parts per million,0.3875,0.5,5,6
679,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/20,Parts per billion,13.359091,24.9,2,23,Parts per million,0.028708,0.052,10,44,Parts per billion,0.4,1,8,,Parts per million,0.359091,0.6,5,
680,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/20,Parts per billion,13.359091,24.9,2,23,Parts per million,0.028708,0.052,10,44,Parts per billion,0.4,1,8,,Parts per million,0.3875,0.5,5,6
681,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/21,Parts per billion,15.591304,29.2,5,27,Parts per million,0.026458,0.037,11,31,Parts per billion,0.091304,0.8,5,0,Parts per million,0.330435,0.5,5,
682,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/21,Parts per billion,15.591304,29.2,5,27,Parts per million,0.026458,0.037,11,31,Parts per billion,0.091304,0.8,5,0,Parts per million,0.329167,0.4,6,5
683,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/21,Parts per billion,15.591304,29.2,5,27,Parts per million,0.026458,0.037,11,31,Parts per billion,0.042857,0.2,8,,Parts per million,0.330435,0.5,5,
684,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/21,Parts per billion,15.591304,29.2,5,27,Parts per million,0.026458,0.037,11,31,Parts per billion,0.042857,0.2,8,,Parts per million,0.329167,0.4,6,5
685,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/22,Parts per billion,17.609091,33.4,8,31,Parts per million,0.028125,0.044,10,37,Parts per billion,0.090909,0.7,9,0,Parts per million,0.418182,0.8,8,
686,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/22,Parts per billion,17.609091,33.4,8,31,Parts per million,0.028125,0.044,10,37,Parts per billion,0.090909,0.7,9,0,Parts per million,0.420833,0.6,10,7
687,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/22,Parts per billion,17.609091,33.4,8,31,Parts per million,0.028125,0.044,10,37,Parts per billion,0.071429,0.2,8,,Parts per million,0.418182,0.8,8,
688,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/22,Parts per billion,17.609091,33.4,8,31,Parts per million,0.028125,0.044,10,37,Parts per billion,0.071429,0.2,8,,Parts per million,0.420833,0.6,10,7
689,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/23,Parts per billion,20.778261,37.7,8,35,Parts per million,0.0275,0.046,10,39,Parts per billion,0.386957,1.9,8,1,Parts per million,0.46087,1.1,8,
690,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/23,Parts per billion,20.778261,37.7,8,35,Parts per million,0.0275,0.046,10,39,Parts per billion,0.386957,1.9,8,1,Parts per million,0.470833,0.7,10,8
691,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/23,Parts per billion,20.778261,37.7,8,35,Parts per million,0.0275,0.046,10,39,Parts per billion,0.4,1.7,8,,Parts per million,0.46087,1.1,8,
692,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/23,Parts per billion,20.778261,37.7,8,35,Parts per million,0.0275,0.046,10,39,Parts per billion,0.4,1.7,8,,Parts per million,0.470833,0.7,10,8
693,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/24,Parts per billion,23.526087,44.4,9,42,Parts per million,0.023542,0.047,11,40,Parts per billion,0.352174,1.9,9,1,Parts per million,0.456522,0.7,8,
694,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/24,Parts per billion,23.526087,44.4,9,42,Parts per million,0.023542,0.047,11,40,Parts per billion,0.352174,1.9,9,1,Parts per million,0.4375,0.6,10,7
695,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/24,Parts per billion,23.526087,44.4,9,42,Parts per million,0.023542,0.047,11,40,Parts per billion,0.371429,1.4,11,,Parts per million,0.456522,0.7,8,
696,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/24,Parts per billion,23.526087,44.4,9,42,Parts per million,0.023542,0.047,11,40,Parts per billion,0.371429,1.4,11,,Parts per million,0.4375,0.6,10,7
697,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/25,Parts per billion,20.652174,34.3,8,32,Parts per million,0.025,0.048,10,41,Parts per billion,0.36087,1,7,1,Parts per million,0.4,0.6,8,
698,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/25,Parts per billion,20.652174,34.3,8,32,Parts per million,0.025,0.048,10,41,Parts per billion,0.36087,1,7,1,Parts per million,0.4125,0.5,9,6
699,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/25,Parts per billion,20.652174,34.3,8,32,Parts per million,0.025,0.048,10,41,Parts per billion,0.357143,1,11,,Parts per million,0.4,0.6,8,
700,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/25,Parts per billion,20.652174,34.3,8,32,Parts per million,0.025,0.048,10,41,Parts per billion,0.357143,1,11,,Parts per million,0.4125,0.5,9,6
701,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/26,Parts per billion,12.426087,21.4,0,20,Parts per million,0.026458,0.038,10,32,Parts per billion,0.186957,3.8,12,4,Parts per million,0.326087,0.6,12,
702,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/26,Parts per billion,12.426087,21.4,0,20,Parts per million,0.026458,0.038,10,32,Parts per billion,0.186957,3.8,12,4,Parts per million,0.329167,0.4,12,5
703,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/26,Parts per billion,12.426087,21.4,0,20,Parts per million,0.026458,0.038,10,32,Parts per billion,0.171429,1.2,14,,Parts per million,0.326087,0.6,12,
704,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/26,Parts per billion,12.426087,21.4,0,20,Parts per million,0.026458,0.038,10,32,Parts per billion,0.171429,1.2,14,,Parts per million,0.329167,0.4,12,5
705,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/27,Parts per billion,13.473913,17.5,21,16,Parts per million,0.030708,0.049,11,42,Parts per billion,0.147826,1,9,1,Parts per million,0.343478,0.4,3,
706,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/27,Parts per billion,13.473913,17.5,21,16,Parts per million,0.030708,0.049,11,42,Parts per billion,0.147826,1,9,1,Parts per million,0.3375,0.4,7,5
707,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/27,Parts per billion,13.473913,17.5,21,16,Parts per million,0.030708,0.049,11,42,Parts per billion,0.128571,0.5,11,,Parts per million,0.343478,0.4,3,
708,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/27,Parts per billion,13.473913,17.5,21,16,Parts per million,0.030708,0.049,11,42,Parts per billion,0.128571,0.5,11,,Parts per million,0.3375,0.4,7,5
709,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/28,Parts per billion,19.356522,29.3,6,27,Parts per million,0.022625,0.035,12,30,Parts per billion,0.113043,0.9,8,0,Parts per million,0.369565,0.5,6,
710,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/28,Parts per billion,19.356522,29.3,6,27,Parts per million,0.022625,0.035,12,30,Parts per billion,0.113043,0.9,8,0,Parts per million,0.370833,0.5,11,6
711,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2010/6/28,Parts per billion,19.356522,29.3,6,27,Parts per million,0.022625,0.035,12,30,Parts per billion,0.114286,0.4,2,,Parts per million,0.369565,0.5,6,
