state rawpoll_johnson adjpoll_johnson
Ohio 5.0 3.395887
Vermont 0.0 -3.372429
Texas 7.83 5.558036
Louisiana 5.78 2.71305
Illinois 7.66 5.388036
U.S. 13.0 8.654528
Tennessee 6.66 3.59305
Arkansas 3.96 0.8930498
Minnesota 9.94 7.338029
Michigan 12.0 7.51686
Wisconsin 16.0 11.51686
Arizona 10.0 5.51686
U.S. 8.0 6.177258
"North Carolina" 6.0 3.107963
U.S. 6.0 3.68469
U.S. 7.3 4.808249
Idaho 5.0 1.967198
"North Carolina" 6.67 4.068029
"New York" 4.92 2.648036
U.S. 9.0 6.629453
Arizona 6.51 3.90803
Kentucky 7.12 4.518029
Colorado 10.02 7.41803
Colorado 16.0 9.122278
California 7.23 4.958036
Georgia 4.0 1.491566
Virginia 6.35 3.748029
Connecticut 3.91 0.8430498
Michigan 6.55 3.94803
U.S. 7.8 5.26267
Oklahoma 7.0 4.582769
U.S. 12.0 7.758121
Missouri 9.23 6.628029
Wyoming 3.58 -0.0857176
Montana 6.1 2.727571
Kansas 7.0 4.103048
U.S. 9.0 4.619792
Maryland 6.86 3.79305
U.S. 8.2 5.617929
"North Dakota" 12.96 9.294283
Iowa 6.48 3.41305
Indiana 6.95 4.348029
"North Carolina" 10.0 3.122279
Maine 10.0 5.67462
"Rhode Island" 8.84 5.174283
Oregon 5.24 2.173049
Florida 5.9 2.281265
Wisconsin 3.99 1.388029
Arizona 13.0 6.122279
Idaho 9.04 5.667571
U.S. 6.0 3.183026
U.S. 7.4 4.775614
Georgia 7.39 4.32305
Michigan 13.0 6.122279
Massachusetts 7.02 3.95305
U.S. 6.0 3.591917
Florida 2.0 -0.41843
Kansas 17.0 10.12228
Pennsylvania 5.16 2.558029
"New Hampshire" 4.68 1.307571
Vermont 10.38 6.714283
Alaska 16.0 10.56023
Delaware 6.6 2.934282
U.S. 6.7 4.041798
U.S. 8.0 3.834824
Hawaii 10.64 6.75081
Ohio 13.0 6.122279
U.S. 6.2 3.518499
Alabama 4.93 1.86305
U.S. 5.0 2.745073
Virginia 6.0 3.581935
U.S. 9.0 4.655998
Colorado 4.0 2.454958
"New Mexico" 17.4 14.02757
U.S. 7.0 4.895533
"District of Columbia" 6.32 2.430809
Nebraska 5.33 1.957571
U.S. 7.0 4.502078
Ohio 7.23 4.628029
"New Jersey" 5.03 2.42803
Texas 7.0 4.699306
"North Carolina" 2.0 0.454958
"New Hampshire" 10.0 5.51686
U.S. 6.2 3.492875
U.S. 8.0 3.542325
"South Dakota" 13.38 9.714283
Alaska 8.53 4.864282
U.S. 9.0 6.384604
"North Dakota" 8.91 5.020809
U.S. 6.5 3.758574
Mississippi 3.6 0.227571
Nevada 12.95 9.883049
U.S. 7.03 3.96305
Wyoming 14.78 10.89081
"New Hampshire" 10.44 6.550809
U.S. 3.0 0.9037023
U.S. 7.0 4.420217
Illinois 6.88 4.278029
"Rhode Island" 5.77 1.880809
Nevada 9.94 6.567571
Washington 8.26 5.19305
U.S. 7.5 4.726758
Montana 13.28 9.614283
U.S. 8.0 3.865188
Vermont 7.19 3.300809
"North Carolina" 7.83 4.76305
Pennsylvania 12.0 5.122279
Pennsylvania 13.0 8.516861
"North Carolina" 8.0 3.51686
Ohio 14.0 9.516861
Nevada 9.0 4.51686
Virginia 7.23 4.16305
Arkansas 4.38 1.007571
"South Carolina" 10.0 3.122279
Delaware 7.86 3.970809
Kansas 9.46 6.087571
Maine 7.28 3.614283
U.S. 7.2 4.390527
"West Virginia" 10.5 6.834282
U.S. 9.0 5.570445
Maine 8.49 4.600809
Mississippi 4.33 0.6642824
Texas 7.9 5.298029
Michigan 7.76 4.69305
U.S. 7.0 4.350899
Florida 6.01 3.40803
Louisiana 4.85 1.477571
Colorado 9.21 6.14305
Minnesota 8.46 5.39305
Kentucky 6.86 3.487571
Georgia 12.0 5.122279
Arizona 6.48 3.41305
Connecticut 7.61 4.237571
California 5.65 3.048029
"New York" 5.53 2.92803
Arkansas 8.0 4.785055
U.S. 10.0 5.219431
Idaho 8.14 4.474283
Virginia 13.0 6.122279
Missouri 8.14 5.07305
U.S. 7.8 4.952141
Arkansas 6.93 3.264282
U.S. 8.0 5.136714
U.S. 6.0 3.174097
Ohio 6.0 3.512115
Nevada 15.06 11.39428
Hawaii 2.79 -0.8757175
Oklahoma 14.24 10.86757
"Rhode Island" 7.0 2.9193
U.S. 7.0 4.277949
"North Dakota" 9.48 5.399299
Tennessee 7.02 3.647571
U.S. 7.0 5.028242
"New Mexico" 17.9 14.23428
"South Dakota" 5.61 1.720809
"South Carolina" 5.09 1.717571
U.S. 7.2 4.318639
U.S. 9.0 4.038312
U.S. 7.0 4.233841
Nevada 8.0 5.215241
Florida 10.0 3.122279
Alaska 9.4 5.319299
Hawaii 7.91 3.829299
Maine 6.54 2.4593
Pennsylvania 6.39 3.32305
Iowa 10.58 7.207571
Wyoming 9.73 5.649299
U.S. 6.0 3.202892
Indiana 9.37 6.30305
Alabama 4.86 1.487571
U.S. 8.0 5.503211
U.S. 6.8 3.889494
"New Jersey" 4.98 1.91305
Delaware 7.68 3.599299
Florida 3.0 1.454958
U.S. 8.0 3.368428
"West Virginia" 8.96 5.070809
"New Hampshire" 15.6 11.5193
U.S. 10.0 5.922401
"Rhode Island" 12.98 8.87223
Nebraska 6.77 3.104282
U.S. 4.0 1.585052
Wisconsin 8.4 5.333049
"District of Columbia" 8.68 4.5993
Montana 8.95 5.060809
Florida 6.0 2.958877
Florida 5.93 2.86305
U.S. 6.7 3.762929
Alaska 8.44 4.550809
Illinois 7.0 3.60101
Oregon 6.08 2.707571
Ohio 6.43 3.36305
U.S. 7.0 4.133147
U.S. 7.0 3.872885
Massachusetts 6.94 3.567571
Louisiana 0.98 -2.685718
"New Mexico" 14.0 11.66006
Maryland 7.01 3.637571
U.S. 6.0 3.444118
Oklahoma 8.45 4.784282
U.S. 8.1 5.131866
Colorado 9.0 6.877357
Idaho 17.29 13.40081
U.S. 5.0 2.621104
Nevada 10.0 6.929361
Kentucky 7.07 3.404283
U.S. 8.0 3.760256
U.S. 7.6 4.601672
California 12.0 5.122279
Vermont 12.97 8.889299
U.S. 7.0 4.075162
Oklahoma 6.0 2.334853
U.S. 7.0 4.397074
Georgia 5.2 2.738337
Illinois 6.8 3.73305
Kansas 7.37 3.704282
Connecticut 6.07 2.404283
U.S. 7.0 3.808567
U.S. 8.2 5.178604
Georgia 7.79 4.417571
"South Carolina" 7.28 3.614283
"New York" 4.69 1.62305
U.S. 7.0 3.847456
U.S. 7.0 4.012131
California 6.95 3.883049
Wyoming 9.5 5.39223
Washington 9.78 6.407571
U.S. 7.8 4.427571
Texas 8.06 4.99305
U.S. 8.3 5.260632
Arkansas 7.02 3.130809
U.S. 9.0 4.695807
Tennessee 9.14 5.474283
Mississippi 5.25 1.360809
Minnesota 8.74 5.367571
Alabama 6.82 3.154283
Colorado 10.22 6.847571
Alaska 14.66 10.55223
"New Mexico" 12.52 8.63081
U.S. 7.7 4.653408
Florida 9.0 4.51686
Virginia 7.92 4.547571
U.S. 7.0 3.740175
U.S. 6.0 2.943488
Iowa 11.39 7.724283
Oklahoma 14.61 10.72081
Nebraska 4.3 0.4108094
Hawaii 4.8 0.6922299
U.S. 8.8 5.742199
"District of Columbia" 9.98 5.872229
"North Carolina" 5.64 2.267571
"West Virginia" 5.48 1.3993
Missouri 9.23 5.857571
U.S. 8.4 5.333112
U.S. 6.7 3.635031
Arizona 10.52 7.147572
Idaho 9.14 5.0593
U.S. 10.0 5.08956
U.S. 7.7 4.629809
Nevada 12.76 8.87081
Oregon 7.93 4.264282
Maine 15.58 11.47223
U.S. 5.7 2.633561
"New Hampshire" 13.01 8.90223
Massachusetts 8.11 4.444282
U.S. 7.1 4.03556
Vermont 8.18 4.07223
Michigan 8.21 4.837571
Georgia 6.65 2.984282
Indiana 10.73 7.357571
Maryland 8.3 4.634283
Kansas 8.3 4.41081
U.S. 11.0 6.010142
Louisiana 8.35 4.46081
Pennsylvania 4.0 1.837239
"North Dakota" 8.57 4.462229
Wisconsin 6.85 3.477571
U.S. 6.3 3.234145
Montana 9.18 5.0993
"South Dakota" 5.52 1.4393
U.S. 9.0 5.651811
"South Dakota" 7.03 2.92223
Pennsylvania 8.86 5.487571
"New Jersey" 7.41 4.037571
Arizona 6.0 3.29113
"Rhode Island" 11.35 7.261781
U.S. 9.0 6.380624
Delaware 9.61 5.502229
U.S. 6.3 3.238201
"North Carolina" 8.0 4.912405
Kentucky 5.67 1.780809
U.S. 10.7 6.611609
Arkansas 8.1 4.0193
Wyoming 11.65 7.56178
U.S. 9.0 6.762794
Connecticut 8.75 4.860809
U.S. 6.0 2.940332
Vermont 10.43 6.341781
"South Carolina" 7.79 3.900809
Nebraska 9.21 5.1293
U.S. 7.9 4.234282
Michigan 7.0 3.489076
Nevada 8.0 4.973372
Tennessee 6.15 2.260809
Ohio 8.69 5.317571
Maryland 9.49 5.600809
Virginia 7.64 3.974282
Minnesota 8.74 5.074282
Oklahoma 10.37 6.289299
Alaska 13.84 9.751781
Alabama 4.95 1.060809
Iowa 8.7 4.810809
"New Mexico" 18.44 14.3593
"North Carolina" 8.51 4.844283
Texas 7.62 4.247571
Arizona 9.91 6.244282
Missouri 5.0 2.557101
Colorado 9.36 5.694282
Washington 10.83 7.164282
"New Hampshire" 8.74 4.65178
U.S. 9.0 3.242177
Hawaii 15.04 10.95178
"New York" 5.1 1.727571
Michigan 7.93 4.264282
"West Virginia" 11.18 7.07223
Nevada 9.47 5.3893
U.S. 5.0 2.75293
Massachusetts 8.32 4.430809
Missouri 10.02 6.354283
Ohio 8.0 4.405921
U.S. 12.0 7.83256
Mississippi 5.61 1.5293
Florida 6.38 3.007571
Oregon 7.26 3.370809
Illinois 6.21 2.837571
U.S. 6.5 3.443232
Maine 12.7 8.61178
Louisiana 5.91 1.829299
California 6.42 3.047571
Michigan 11.5 7.203249
Kansas 12.2 8.119299
Indiana 9.42 5.754282
California 4.0 2.044226
"District of Columbia" 8.12 4.03178
U.S. 8.0 3.290874
"North Dakota" 15.45 11.36178
Wisconsin 8.14 4.474283
U.S. 7.1 4.041311
Idaho 10.36 6.252229
U.S. 7.0 3.680764
U.S. 5.0 0.7137403
"New Jersey" 5.48 1.814282
U.S. 7.0 3.51869
Kentucky 8.5 4.4193
U.S. 5.0 1.543262
Georgia 7.98 4.090809
Delaware 9.96 5.87178
U.S. 6.0 2.609018
Washington 10.63 6.740809
Mississippi 7.23 3.12223
U.S. 6.5 3.44431
Pennsylvania 7.56 3.894282
"West Virginia" 5.89 1.80178
Pennsylvania 8.0 2.974752
U.S. 8.0 4.899084
Connecticut 10.42 6.3393
Ohio 7.79 4.124282
Arkansas 4.77 0.6622297
U.S. 6.0 2.474096
U.S. 8.39 4.50081
U.S. 6.9 3.853112
"South Dakota" 13.39 9.301781
Montana 8.52 4.41223
U.S. 6.6 4.476044
Colorado 12.02 8.13081
"Rhode Island" 10.2 6.191756
Oklahoma 12.77 8.66223
"South Carolina" 8.14 4.0593
"North Carolina" 7.64 3.750809
U.S. 6.0 2.407905
Michigan 6.86 2.970809
Arizona 10.58 6.690809
Maryland 7.1 3.0193
U.S. 8.0 2.22697
Florida 8.07 4.404282
Oregon 8.53 4.449299
Texas 7.62 3.954282
U.S. 7.5 4.461274
Iowa 10.4 6.319299
U.S. 8.0 5.578146
Tennessee 8.87 4.789299
Louisiana 7.08 2.972229
Missouri 8.64 4.75081
"North Dakota" 6.94 2.931756
Illinois 8.12 4.454282
Indiana 11.13 7.240809
U.S. 6.9 3.867483
U.S. 9.0 5.529213
Alaska 10.88 6.871757
Virginia 8.57 4.680809
"New Mexico" 16.45 12.34223
"New Jersey" 6.34 2.450809
Nevada 10.78 6.672229
Nebraska 10.1 5.99223
Maine 5.47 1.461756
Massachusetts 9.47 5.3893
U.S. 5.0 2.656013
"New York" 6.76 3.094283
Alabama 6.05 1.9693
Wyoming 14.71 10.70176
U.S. 6.8 3.773729
California 6.88 3.214283
Wisconsin 7.73 3.840809
Georgia 6.54 2.4593
Mississippi 3.12 -0.9682198
"South Dakota" 9.34 5.331757
Idaho 12.78 8.69178
U.S. 7.2 4.180158
"South Carolina" 6.94 2.83223
U.S. 7.0 3.347853
Arkansas 9.74 5.65178
U.S. 9.0 3.83016
U.S. 8.0 4.185979
Pennsylvania 9.24 5.350809
U.S. 8.0 4.28876
"New Hampshire" 9.86 5.851756
Minnesota 11.37 7.480809
Hawaii 5.16 1.151757
Vermont 11.43 7.421757
U.S. 8.0 4.241717
Kentucky 5.88 1.77223
Connecticut 7.78 3.67223
U.S. 7.0 3.142087
Minnesota 10.59 6.5093
Washington 9.75 5.6693
U.S. 7.1 4.095125
"District of Columbia" 6.22 2.211756
Alabama 7.88 3.77223
Texas 8.76 4.87081
Florida 7.31 3.420809
Maryland 6.87 2.762229
U.S. 8.85 4.7693
U.S. 7.8 4.815572
Ohio 8.12 4.230809
Illinois 8.23 4.340809
Colorado 13.01 8.9293
Nevada 9.33 5.24178
Kansas 10.51 6.40223
Oklahoma 11.97 7.881781
Arizona 9.84 5.7593
U.S. 5.0 2.624918
U.S. 8.0 2.250043
Montana 10.43 6.341781
U.S. 7.0 3.102426
Delaware 7.92 3.911757
Florida 5.9 1.81161
"New Mexico" 19.84 15.75178
"West Virginia" 7.44 3.431756
U.S. 8.1 5.133089
Oregon 10.15 6.042229
Indiana 9.81 5.7293
U.S. 11.0 6.205397
Massachusetts 7.08 2.972229
Tennessee 7.13 3.02223
Missouri 8.54 4.4593
"New York" 5.45 1.560809
"North Carolina" 8.48 4.399299
Louisiana 3.31 -0.7782197
Virginia 11.95 7.869299
California 8.99 5.100809
U.S. 10.0 5.629374
Michigan 7.78 3.6993
"New Jersey" 6.52 2.4393
U.S. 8.0 5.051437
U.S. 5.0 2.699968
Kansas 9.46 5.37178
U.S. 7.0 3.062891
U.S. 9.0 5.569039
U.S. 9.0 4.366636
U.S. 8.1 5.169933
Iowa 8.15 4.042229
Georgia 8.9 4.792229
U.S. 4.0 1.138938
Nebraska 11.3 7.211781
Wisconsin 8.31 4.2293
Connecticut 8.72 4.631781
U.S. 7.6 4.69526
Washington 10.23 6.122229
Kentucky 7.66 3.57178
U.S. 9.0 5.030897
Pennsylvania 10.74 6.659299
Michigan 9.0 5.521406
"South Carolina" 9.06 4.971781
Idaho 15.11 11.10176
U.S. 8.0 3.941773
U.S. 7.0 2.896194
U.S. 8.0 3.981357
U.S. 11.0 5.482664
Ohio 9.51 5.4293
U.S. 7.2 4.320974
Mississippi 7.26 3.251757
U.S. 7.0 2.851453
"New York" 7.16 3.079299
U.S. 8.69 4.582229
Nevada 12.84 8.831757
Texas 9.18 5.0993
U.S. 4.0 1.73803
U.S. 8.0 3.726399
Alabama 5.5 1.41178
U.S. 8.0 3.809138
Illinois 9.22 5.1393
U.S. 8.0 3.775321
Minnesota 9.46 5.35223
Tennessee 7.62 3.53178
Massachusetts 7.53 3.441781
U.S. 8.0 3.752023
Maryland 8.62 4.53178
Wisconsin 10.0 5.543397
U.S. 7.3 4.441908
U.S. 9.0 3.321857
"North Carolina" 9.6 5.49223
Virginia 10.23 6.122229
U.S. 6.0 3.639219
Colorado 11.48 7.372229
U.S. 7.0 2.552163
U.S. 7.0 2.585665
U.S. 7.7 4.869503
Florida 8.32 4.239299
"New Jersey" 7.69 3.58223
Georgia 8.54 4.45178
Oklahoma 12.88 8.871757
U.S. 7.0 2.692098
Arizona 8.7 4.592229
Oregon 8.79 4.70178
Missouri 8.19 4.082229
Montana 8.0 3.991756
Arkansas 9.77 5.761757
Michigan 9.75 5.64223
U.S. 7.0 2.624051
U.S. 7.7 4.90039
California 7.93 3.849299
Indiana 8.61 4.502229
U.S. 8.0 3.660282
"New Mexico" 20.47 16.46176
Iowa 6.33 2.24178
Pennsylvania 8.12 4.012229
Louisiana 7.4 3.391757
U.S. 8.0 4.684141
Nebraska 8.92 4.911757
U.S. 8.0 5.729704
U.S. 8.0 3.523018
U.S. 8.7 5.927039
Washington 9.69 5.60178
U.S. 7.7 4.953939
Wisconsin 9.12 5.012229
Kentucky 7.65 3.641757
Ohio 9.55 5.44223
"New York" 6.98 2.87223
Kansas 12.32 8.311756
U.S. 5.8 3.186201
U.S. 8.74 4.65178
U.S. 7.4 4.683259
Florida 8.44 4.332229
"South Carolina" 7.42 3.411757
Connecticut 9.18 5.171757
Minnesota 9.04 4.95178
U.S. 5.9 3.279756
Texas 7.83 3.722229
U.S. 6.2 3.58449
U.S. 10.0 6.93305
U.S. 8.0 3.496453
Virginia 11.18 7.091781
U.S. 5.3 2.671284
U.S. 5.7 3.075202
"North Carolina" 7.87 3.78178
"New Jersey" 7.53 3.441781
U.S. 10.0 4.513204
U.S. 6.0 3.306116
U.S. 6.6 3.987971
California 8.24 4.132229
U.S. 5.2 2.549253
U.S. 5.5 2.859706
U.S. 6.3 3.688136
U.S. 5.0 2.33943
Arizona 11.12 7.03178
Illinois 9.38 5.27223
Indiana 9.81 5.721781
Colorado 10.86 6.77178
U.S. 5.2 2.54048
Alabama 5.69 1.681757
U.S. 7.0 2.367668
Maryland 8.47 4.461757
U.S. 6.0 3.32833
Oregon 6.13 2.121757
Missouri 8.7 4.61178
U.S. 6.0 3.390249
Michigan 7.94 3.85178
U.S. 4.0 1.701235
Pennsylvania 8.22 4.131781
Tennessee 9.62 5.611756
Iowa 10.55 6.541757
Massachusetts 10.02 6.011757
U.S. 9.0 3.515808
Wisconsin 6.76 2.671781
U.S. 7.1 4.501188
U.S. 7.6 4.994331
U.S. 6.2 3.610305
U.S. 9.0 4.465389
Georgia 8.66 4.651756
Washington 6.57 2.561757
U.S. 7.2 4.617296
U.S. 8.0 3.373856
Texas 8.69 4.60178
Ohio 7.48 3.39178
U.S. 8.0 3.371725
"New York" 7.77 3.68178
U.S. 6.0 2.894998
U.S. 7.6 5.019227
U.S. 8.0 3.368555
U.S. 7.0 4.419309
Minnesota 9.02 5.011757
U.S. 7.4 4.833427
U.S. 10.0 4.23433
Florida 7.62 3.53178
U.S. 7.0 2.367085
California 9.69 5.60178
Virginia 12.4 8.391756
Michigan 8.32 4.311756
U.S. 8.59 4.581757
Illinois 8.84 4.751781
U.S. 7.3 4.740263
U.S. 9.0 4.435196
U.S. 7.1 4.548704
Colorado 12.19 8.181756
U.S. 12.0 5.120168
"North Carolina" 8.0 4.112092
U.S. 6.1 3.561251
Arizona 8.23 4.221756
"New Jersey" 6.17 2.161757
"North Carolina" 6.71 2.701756
Indiana 10.97 6.961757
U.S. 5.0 2.46811
U.S. 9.0 4.369084
U.S. 11.0 5.629249
Missouri 10.27 6.261757
California 5.0 -0.6616164
U.S. 4.3 1.773037
U.S. 4.3 1.782419
U.S. 10.0 5.363333
U.S. 4.4 1.887288
U.S. 11.0 5.707996
U.S. 8.0 3.374835
Pennsylvania 7.36 3.351757
U.S. 4.5 1.99562
U.S. 10.0 4.673259
U.S. 6.2 3.699313
U.S. 11.0 4.267463
Wisconsin 7.63 3.621757
U.S. 5.7 3.198123
U.S. 6.2 3.699057
Ohio 8.2 4.191756
"New York" 6.19 2.181756
U.S. 8.0 3.376756
U.S. 6.0 3.498155
U.S. 7.0 2.377834
Texas 7.77 3.761756
Florida 7.23 3.221756
U.S. 6.3 3.796495
U.S. 12.0 6.756879
U.S. 9.0 6.084502
U.S. 11.0 5.779756
U.S. 5.8 3.295146
U.S. 7.0 2.386636
California 8.79 4.781756
Illinois 9.83 5.821756
U.S. 8.1 4.400466
U.S. 5.2 2.693275
U.S. 11.0 4.11617
U.S. 5.5 2.992611
U.S. 5.3 2.790987
U.S. 11.0 5.787827
U.S. 5.1 2.585682
U.S. 7.0 2.394797
U.S. 5.8 3.280388
U.S. 6.0 3.475036
U.S. 6.3 3.77838
U.S. 8.0 3.413682
U.S. 8.0 3.401007
U.S. 6.1 3.569117
U.S. 10.0 4.749275
U.S. 8.0 3.428648
U.S. 5.8 3.265805
U.S. 6.0 1.603027
U.S. 8.0 3.407252
U.S. 5.5 2.962519
U.S. 7.0 2.449095
U.S. 5.6 3.060506
U.S. 7.0 2.633914
U.S. 5.9 3.363314
U.S. 5.0 2.465522
U.S. 5.7 3.160589
U.S. 6.3 3.754107
U.S. 7.0 2.466612
U.S. 6.3 3.747605
U.S. 6.0 3.438187
U.S. 6.0 1.660563
U.S. 7.4 4.829088
U.S. 8.0 3.484961
U.S. 7.0 4.422553
U.S. 6.7 4.116282
U.S. 7.0 2.575432
U.S. 9.0 4.503457
U.S. 11.0 4.145452
U.S. 8.0 3.528783
U.S. 9.4 5.312076
U.S. 6.0 1.554498
U.S. 6.8 4.209597
U.S. 8.0 4.99165
U.S. 7.1 4.502769
U.S. 8.0 4.95176
U.S. 11.0 4.247902
U.S. 7.0 2.687463
U.S. 6.0 1.716783
U.S. 10.0 4.705051
U.S. 6.0 1.73964
U.S. 6.5 3.895218
U.S. 10.4 6.319942
U.S. 10.0 4.556765
U.S. 10.0 3.431908
U.S. 8.2 5.588323
U.S. 9.0 2.537675
U.S. 10.0 3.566104
U.S. 9.8 5.959059
U.S. 10.0 3.597279
U.S. 11.0 4.660388
U.S. 9.0 2.674464
U.S. 9.0 2.643491
U.S. 9.0 2.656349
U.S. 9.0 2.594252
U.S. 9.0 2.559403
Kansas 8.0 5.551834
Utah 8.4 7.879269
Florida 7.0 2.838907
Florida 4.0 1.509263
Utah 10.92 8.648037
Utah 16.75 13.37757
Pennsylvania 9.0 4.872087
U.S. 6.0 1.73964
Utah 15.32 11.2393
Utah 12.93 8.841781
Florida 7.0 3.405921
Utah 9.31 5.42081
Wisconsin 9.0 4.584893
Ohio 9.0 3.974751
Utah 14.51 11.44305
Utah 16.0 13.26684
Ohio 8.0 3.838907
"North Carolina" 3.0 0.3958244
Wisconsin 8.0 3.852612
Utah 13.0 10.4789
Pennsylvania 9.0 4.838906
Pennsylvania 7.0 3.405921
Utah 8.38 4.714283
Utah 10.0 6.228238
Utah 23.0 16.12228
"North Carolina" 9.0 3.671217
Utah 11.45 8.848029
Florida 7.0 2.872088
Pennsylvania 6.0 3.509263
U.S. 6.0 1.761854
Utah 6.33 4.996159
"North Carolina" 7.0 4.697149
Utah 13.26 9.15223
"North Carolina" 7.0 1.974752
Utah 10.89 9.007062
California 7.0 3.328916
Florida 7.0 1.974752
Utah 13.75 9.741756
Florida 9.0 3.671217
Utah 16.0 12.88978
Ohio 7.0 2.872088
"North Carolina" 4.0 1.596946
