id,release_date,title,vote_average,vote_count,Label
171759,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,5.6,13,ok
331190,2015-09-17,Captive,5.6,92,ok
13191,2008-04-28,"War, Inc.",5.6,86,ok
10913,2005-01-22,Dear Wendy,5.6,33,ok
8744,1996-09-09,Albino Alligator,5.6,45,ok
11519,1979-12-13,1941,5.6,143,ok
10715,2003-11-14,Looney Tunes: Back in Action,5.6,297,ok
9754,2006-02-10,Firewall,5.6,267,ok
12192,2008-04-11,Pathology,5.6,144,ok
109431,2013-02-07,Identity Thief,5.6,1645,ok
47607,2010-11-12,Tiny Furniture,5.6,59,ok
81836,2012-04-20,To Rome with Love,5.6,546,ok
150202,2013-02-01,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,175,ok
223702,2016-07-11,Sausage Party,5.6,2238,ok
22102,1989-03-22,Troop Beverly Hills,5.6,56,ok
52451,2011-08-31,The Three Musketeers,5.6,924,ok
1691,2007-06-08,Hostel: Part II,5.6,453,ok
70435,2011-11-06,Haywire,5.6,505,ok
77953,2012-08-09,The Campaign,5.6,578,ok
25643,2009-09-18,Love Happens,5.6,180,ok
336004,2015-11-13,Heist,5.6,318,ok
3512,1995-07-13,Under Siege 2: Dark Territory,5.6,210,ok
5852,2001-05-15,Angel Eyes,5.6,88,ok
1642,1995-07-28,The Net,5.6,354,ok
57157,2011-12-16,Young Adult,5.6,364,ok
73191,1993-11-24,The Nutcracker,5.6,5,ok
12589,2001-12-21,Jimmy Neutron: Boy Genius,5.6,231,ok
10748,2007-12-21,St. Trinian's,5.6,142,ok
157909,2004-09-23,Show Me,5.6,4,ok
11141,2004-04-04,Laws of Attraction,5.6,104,ok
14161,2009-10-10,2012,5.6,4903,ok
250546,2014-10-02,Annabelle,5.6,1517,ok
4442,2005-08-26,The Brothers Grimm,5.6,818,ok
299687,2016-01-14,The 5th Wave,5.6,1945,ok
18501,2009-09-03,Gamer,5.6,760,ok
3597,1997-10-17,I Know What You Did Last Summer,5.6,687,ok
23655,2000-06-08,Groove,5.6,6,ok
109491,2013-02-13,Beautiful Creatures,5.6,984,ok
55561,1997-01-01,Clockwatchers,5.6,13,ok
16866,2009-11-19,Planet 51,5.6,556,ok
62206,2011-08-11,30 Minutes or Less,5.6,531,ok
10061,1996-08-09,Escape from L.A.,5.6,373,ok
12096,2006-01-18,The Pink Panther,5.6,550,ok
9268,1996-06-21,Eraser,5.6,543,ok
13056,2008-12-05,Punisher: War Zone,5.6,294,ok
184315,2014-07-23,Hercules,5.6,1680,ok
44853,2000-12-29,The Claim,5.6,17,ok
86834,2014-03-20,Noah,5.6,2350,ok
31166,2009-05-14,I Come with the Rain,5.6,20,ok
47889,1993-10-08,Ruby in Paradise,5.6,10,ok
14873,2003-02-07,The Jungle Book 2,5.6,269,ok
59965,2011-09-22,Abduction,5.6,961,ok
21301,2004-01-20,Barbershop 2:  Back in Business,5.6,74,ok
82505,2012-09-21,House at the End of the Street,5.6,555,ok
9600,2000-05-31,Big Momma's House,5.6,506,ok
6068,1998-06-12,Six Days Seven Nights,5.6,332,ok
7006,2007-01-05,White Noise 2: The Light,5.6,80,ok
18823,2010-04-01,Clash of the Titans,5.6,2233,ok
41382,2010-08-20,Lottery Ticket,5.6,54,ok
118612,2012-08-27,After,5.6,63,ok
9842,2006-09-29,School for Scoundrels,5.6,111,ok
10488,2008-04-03,Nim's Island,5.6,330,ok
82533,2012-04-06,Damsels in Distress,5.6,67,ok
23049,2009-02-06,My Life in Ruins,5.6,101,ok
1636,2000-10-19,Bedazzled,5.6,512,ok
2989,1981-11-12,Roar,5.6,19,ok
11870,2002-02-08,Big Fat Liar,5.6,197,ok
9383,2000-08-04,Hollow Man,5.6,634,ok
136835,2014-09-10,No Good Deed,5.6,181,ok
38358,2010-08-27,The Last Exorcism,5.6,328,ok
62728,2010-09-13,Brighton Rock,5.6,35,ok
89492,2012-12-20,This Is 40,5.6,896,ok
325133,2016-05-04,Neighbors 2: Sorority Rising,5.6,1462,ok
11152,2008-04-02,The Ruins,5.6,265,ok
11056,2002-10-02,Darkness,5.6,112,ok
157293,2013-02-07,ABCD (Any Body Can Dance),5.6,10,ok
166624,2013-09-13,Treading Water,5.6,6,ok
11199,2007-03-02,Wild Hogs,5.6,648,ok
8849,2004-10-22,Alfie,5.6,248,ok
262543,2014-10-09,Automata,5.6,670,ok
9982,2005-11-04,Chicken Little,5.6,944,ok
2022,2002-06-28,Mr. Deeds,5.6,644,ok
15208,2008-07-04,Bathory: Countess of Blood,5.6,31,ok
10708,2003-05-03,Daddy Day Care,5.6,506,ok
133698,2012-10-29,Fly Me to the Moon,5.6,194,ok
327833,2014-11-07,Skin Trade,5.6,61,ok
18239,2009-03-15,The Twilight Saga: New Moon,5.6,2436,ok
20694,2003-06-13,Rugrats Go Wild,5.6,61,ok
21413,2003-08-22,The Battle of Shaker Heights,5.6,17,ok
14557,1998-08-21,Dead Man on Campus,5.6,49,ok
71679,2012-09-12,Resident Evil: Retribution,5.6,1600,ok
13495,2006-09-01,Alatriste,5.6,61,ok
1966,2004-11-21,Alexander,5.6,927,ok
18808,2002-01-01,Highway,5.6,37,ok
49730,2011-03-11,Red Riding Hood,5.6,922,ok
9583,2002-06-07,Divine Secrets of the Ya-Ya Sisterhood,5.6,65,ok
9767,2006-06-01,The Break-Up,5.6,832,ok
147441,2014-12-03,Exodus: Gods and Kings,5.6,1921,ok
175528,2013-09-27,Baggage Claim,5.6,85,ok
14578,1999-08-16,Outside Providence,5.6,30,ok
77987,2013-05-30,Only God Forgives,5.6,862,ok
10092,2005-09-16,Cry_Wolf,5.6,126,ok
9877,1998-09-25,Urban Legend,5.6,290,ok
97614,2012-11-08,Deadfall,5.6,224,ok
12620,2008-08-22,The House Bunny,5.6,529,ok
228066,2015-11-10,Victor Frankenstein,5.6,685,ok
11804,2005-01-07,White Noise,5.6,261,ok
62677,2001-03-01,Songcatcher,5.6,9,ok
321,2003-06-06,Mambo Italiano,5.6,28,ok
146198,2016-02-19,Triple 9,5.6,797,ok
4327,2000-11-02,Charlie's Angels,5.6,1232,ok
9981,2005-05-13,Kicking & Screaming,5.6,176,ok
10090,2007-02-23,Reno 911!: Miami,5.6,72,ok
17710,2002-06-28,Hey Arnold! The Movie,5.6,62,ok
17127,1998-04-17,The Object of My Affection,5.6,72,ok
869,2001-07-25,Planet of the Apes,5.6,1243,ok
360339,2015-10-22,Eden,5.6,19,ok
540,2004-01-21,D.E.B.S.,5.6,90,ok
44990,2009-03-14,Breaking Upwards,5.6,12,ok
11398,2000-08-23,The Art of War,5.6,135,ok
257344,2015-07-16,Pixels,5.6,2513,ok
16991,2009-04-10,Observe and Report,5.6,225,ok
4379,2005-05-13,Monster-in-Law,5.6,406,ok
36584,2002-05-09,Interview with the Assassin,5.6,5,ok
9384,2004-03-05,Starsky & Hutch,5.6,644,ok
45650,2009-09-09,The Hole,5.6,244,ok
49953,2010-08-03,A Turtle's Tale: Sammy's Adventures,5.6,151,ok
10136,1986-12-12,The Golden Child,5.6,304,ok
9266,2002-08-08,Blue Crush,5.6,159,ok
7303,2002-12-13,Maid in Manhattan,5.6,485,ok
283384,2014-08-05,The Calling,5.6,88,ok
41248,2009-03-18,The Girl on the Train,5.6,10,ok
10186,2008-08-20,The Rocker,5.6,156,ok
72359,2013-05-09,Peeples,5.6,26,ok
51995,2011-07-15,Salvation Boulevard,5.6,28,ok
224141,2014-12-25,Into the Woods,5.6,1652,ok
73937,2011-10-13,The Big Year,5.6,248,ok
172,1989-06-09,Star Trek V: The Final Frontier,5.6,376,ok
8914,1999-07-28,Deep Blue Sea,5.6,604,ok
5971,1989-12-15,We're No Angels,5.6,105,ok
14869,2009-08-04,G.I. Joe: The Rise of Cobra,5.6,1962,ok
16471,1981-12-25,Modern Problems,5.6,23,ok
277685,2015-04-17,Unfriended,5.5,1047,ok
72331,2012-06-20,Abraham Lincoln: Vampire Hunter,5.5,1269,ok
9946,1999-11-24,End of Days,5.5,482,ok
9884,2002-02-06,Collateral Damage,5.5,427,ok
38778,2010-07-30,Dinner for Schmucks,5.5,531,ok
115210,2012-05-19,Stitches,5.5,92,ok
26837,2009-07-29,B-Girl,5.5,7,ok
24066,1999-12-03,"Happy, Texas",5.5,39,ok
271185,2014-04-19,Ask Me Anything,5.5,155,ok
44943,2011-03-08,Battle: Los Angeles,5.5,1448,ok
40428,2010-01-01,8: The Mormon Proposition,5.5,6,ok
309503,2015-08-28,Zipper,5.5,58,ok
395,2004-08-12,AVP: Alien vs. Predator,5.5,1217,ok
9809,2006-11-17,Let's Go to Prison,5.5,69,ok
9782,2006-02-12,The Night Listener,5.5,57,ok
479,2000-06-15,Shaft,5.5,308,ok
50359,2011-03-30,Hop,5.5,331,ok
1705,1973-06-15,Battle for the Planet of the Apes,5.5,215,ok
44562,1993-06-04,Ed and His Dead Mother,5.5,12,ok
77931,2013-07-30,The Smurfs 2,5.5,695,ok
26916,2000-10-31,Mercy Streets,5.5,2,ok
29015,2000-09-22,The Specials,5.5,11,ok
6877,2006-03-10,Failure to Launch,5.5,399,ok
11258,1998-01-16,Hard Rain,5.5,179,ok
13836,2009-03-12,Race to Witch Mountain,5.5,509,ok
10661,2008-06-05,You Don't Mess with the Zohan,5.5,1048,ok
129139,2013-07-24,The To Do List,5.5,342,ok
270938,2014-09-05,Falcon Rising,5.5,71,ok
6477,2007-12-13,Alvin and the Chipmunks,5.5,1177,ok
206296,2014-11-03,The Last Five Years,5.5,143,ok
1996,2003-07-21,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,ok
257088,2015-12-03,Point Break,5.5,783,ok
1722,2001-08-17,Captain Corelli's Mandolin,5.5,145,ok
306,1994-05-24,Beverly Hills Cop III,5.5,434,ok
87428,2012-06-14,That's My Boy,5.5,453,ok
252680,2014-03-25,Moms' Night Out,5.5,121,ok
37694,2004-07-02,Proud,5.5,3,ok
9021,2002-10-31,The Santa Clause 2,5.5,297,ok
9279,1996-11-15,Jingle All the Way,5.5,575,ok
39833,1956-11-15,Love Me Tender,5.5,21,ok
144336,2014-03-28,Sabotage,5.5,555,ok
2122,2004-04-07,The Whole Ten Yards,5.5,278,ok
8836,2008-07-24,The X Files: I Want to Believe,5.5,523,ok
109513,2012-08-22,Hit & Run,5.5,224,ok
18074,2000-09-09,Duets,5.5,34,ok
73981,2001-09-20,Ayurveda: Art of Being,5.5,3,ok
12703,2004-08-27,The Brown Bunny,5.5,62,ok
18777,2005-09-12,Slow Burn,5.5,16,ok
32740,2006-06-23,Krrish,5.5,46,ok
268917,2014-06-15,The Past Is a Grotesque Animal,5.5,2,ok
13201,2002-05-03,Deuces Wild,5.5,34,ok
24034,2004-01-16,Teacher's Pet,5.5,2,ok
11632,2004-09-01,Vanity Fair,5.5,73,ok
258489,2016-06-29,The Legend of Tarzan,5.5,2430,ok
10050,2001-03-08,Get Over It,5.5,75,ok
15648,2005-06-17,The Perfect Man,5.5,203,ok
227783,2014-01-17,The Nut Job,5.5,319,ok
11397,2001-12-07,Not Another Teen Movie,5.5,431,ok
9034,2002-09-20,The Banger Sisters,5.5,62,ok
13476,2004-01-23,Win a Date with Tad Hamilton!,5.5,160,ok
18828,2001-01-12,Double Take,5.5,24,ok
14057,2005-09-01,Trust the Man,5.5,29,ok
10956,2001-04-10,Joe Dirt,5.5,242,ok
10066,2005-04-30,House of Wax,5.5,677,ok
18045,2005-03-11,The Dark Hours,5.5,22,ok
10160,1989-08-11,A Nightmare on Elm Street 5: The Dream Child,5.5,245,ok
44833,2012-04-11,Battleship,5.5,2114,ok
8457,2008-03-20,Drillbit Taylor,5.5,275,ok
11025,2004-05-01,New York Minute,5.5,185,ok
24418,2009-10-23,Cirque du Freak: The Vampire's Assistant,5.5,348,ok
266396,2015-02-16,The Gunman,5.5,392,ok
326284,2015-05-07,Pound of Flesh,5.5,63,ok
9099,1996-03-29,Sgt. Bilko,5.5,94,ok
12312,2001-12-21,Joe Somebody,5.5,40,ok
10724,1982-06-13,Firefox,5.5,139,ok
62764,2012-03-15,Mirror Mirror,5.5,1114,ok
24747,2004-04-30,Bobby Jones: Stroke of Genius,5.5,19,ok
81005,2013-02-27,Jack the Giant Slayer,5.5,2598,ok
14629,2000-09-22,Woman on Top,5.5,46,ok
44857,1999-10-22,Molly,5.5,14,ok
10054,2001-03-18,Spy Kids,5.5,867,ok
11638,2005-03-25,Guess Who,5.5,225,ok
9348,1995-07-07,Species,5.5,453,ok
10413,1993-01-15,Nowhere to Run,5.5,119,ok
37707,2009-10-06,Splice,5.5,671,ok
80304,2012-03-15,Casa De Mi Padre,5.5,103,ok
9424,1998-07-24,Disturbing Behavior,5.5,104,ok
13812,2008-10-10,Quarantine,5.5,339,ok
9825,1999-07-15,Lake Placid,5.5,247,ok
8080,2004-08-27,Suspect Zero,5.5,98,ok
7978,2010-02-11,The Wolfman,5.5,549,ok
30979,2009-11-25,The Horse Boy,5.5,2,ok
503,2006-05-12,Poseidon,5.5,583,ok
57165,2012-03-27,Wrath of the Titans,5.5,1431,ok
31640,1996-10-03,Blood and Wine,5.5,34,ok
39141,2002-11-01,Tadpole,5.5,19,ok
3682,1998-08-28,54,5.5,135,ok
58680,1998-05-08,Woo,5.5,10,ok
9396,1988-05-19,Crocodile Dundee II,5.5,303,ok
176074,2015-01-01,Reality Show,5.5,2,ok
12277,2002-05-31,Undercover Brother,5.5,112,ok
11351,2003-08-08,Jeepers Creepers 2,5.5,299,ok
10030,2007-09-21,Good Luck Chuck,5.5,444,ok
11932,1998-10-16,Bride of Chucky,5.5,350,ok
18041,2000-04-21,Gossip,5.5,68,ok
82679,2012-10-25,Fun Size,5.5,134,ok
9030,2008-02-01,The Eye,5.5,281,ok
50321,2011-03-09,Mars Needs Moms,5.5,199,ok
58431,2016-02-04,Pride and Prejudice and Zombies,5.5,640,ok
2310,2007-11-05,Beowulf,5.5,841,ok
83770,2012-05-22,On the Road,5.5,301,ok
31909,1986-01-01,Invaders from Mars,5.5,57,ok
142132,1999-09-17,Sugar Town,5.5,2,ok
146238,2013-09-24,Runner Runner,5.5,543,ok
18530,2009-02-07,The Cry of the Owl,5.5,29,ok
18276,2006-05-05,Hoot,5.5,44,ok
9067,1995-03-31,Tank Girl,5.5,138,ok
60463,2008-10-21,Sunday School Musical,5.5,4,ok
50135,2010-10-07,Animals United,5.5,90,ok
17834,1997-07-11,A Simple Wish,5.5,46,ok
19803,2005-09-02,Underclassman,5.5,28,ok
323676,2016-04-07,The Boss,5.5,431,ok
64639,2011-09-16,Straw Dogs,5.5,144,ok
2018,2001-01-26,The Wedding Planner,5.5,427,ok
306667,2015-01-10,Horse Camp,5.5,2,ok
331592,2015-09-11,Listening,5.5,31,ok
8831,1994-09-15,Timecop,5.5,282,ok
23172,2010-01-15,The Spy Next Door,5.5,345,ok
185465,2002-01-15,Manito,5.5,2,ok
10280,1996-10-25,Thinner,5.5,124,ok
16172,1999-02-05,Simply Irresistible,5.5,52,ok
11377,1999-10-29,House on Haunted Hill,5.5,209,ok
302688,2016-03-23,My Big Fat Greek Wedding 2,5.5,322,ok
11467,2001-07-17,America's Sweethearts,5.5,252,ok
379532,2016-01-05,Rodeo Girl,5.5,1,ok
135595,2012-09-27,Trade Of Innocents,5.5,12,ok
11458,2002-11-21,People I Know,5.5,48,ok
4597,2009-12-04,Armored,5.5,208,ok
10533,1995-10-13,The Scarlet Letter,5.5,108,ok
10402,1999-12-10,Deuce Bigalow: Male Gigolo,5.5,308,ok
27573,2010-03-16,The Bounty Hunter,5.5,858,ok
14854,1983-04-14,Lone Wolf McQuade,5.5,67,ok
41730,1999-06-06,Desert Blue,5.5,9,ok
9906,2006-07-27,The Ant Bully,5.5,366,ok
9304,1996-07-19,Multiplicity,5.5,154,ok
28665,2009-01-01,Fame,5.5,135,ok
9623,1996-02-02,The Juror,5.5,89,ok
40805,2011-01-12,The Green Hornet,5.5,1251,ok
300706,2014-12-23,Let's Kill Ward's Wife,5.5,76,ok
244783,2014-01-20,Song One,5.5,87,ok
2636,1994-10-07,The Specialist,5.5,313,ok
41513,2011-07-29,The Smurfs,5.5,1179,ok
20009,2002-02-01,Slackers,5.4,60,ok
9381,2008-08-20,Babylon A.D.,5.4,676,ok
19905,2009-08-14,"The Goods: Live Hard, Sell Hard",5.4,58,ok
37786,2010-05-26,Sex and the City 2,5.4,426,ok
193722,2013-10-05,R100,5.4,31,ok
13025,2007-09-08,Diary of the Dead,5.4,190,ok
63006,2011-04-22,Dum Maaro Dum,5.4,7,ok
10053,2006-02-03,When a Stranger Calls,5.4,268,ok
139038,2013-01-11,A Haunted House,5.4,516,ok
283445,2015-08-19,Sinister 2,5.4,581,ok
45881,2004-01-01,The Bridge of San Luis Rey,5.4,15,ok
174751,2016-01-01,Jane Got a Gun,5.4,285,ok
4551,2005-03-04,Be Cool,5.4,292,ok
9271,1995-08-04,Virtuosity,5.4,163,ok
10163,1992-03-05,The Lawnmower Man,5.4,197,ok
11456,2001-10-30,Domestic Disturbance,5.4,113,ok
55301,2011-12-14,Alvin and the Chipmunks: Chipwrecked,5.4,484,ok
72559,2013-03-26,G.I. Joe: Retaliation,5.4,3025,ok
11979,2002-02-10,Queen of the Damned,5.4,239,ok
38321,2011-05-05,Priest,5.4,692,ok
10571,2000-06-16,Boys and Girls,5.4,103,ok
268920,2015-05-08,Hot Pursuit,5.4,647,ok
9562,2003-11-26,Timeline,5.4,318,ok
25166,2000-03-03,Drowning Mona,5.4,43,ok
13982,1997-04-18,8 Heads in a Duffel Bag,5.4,39,ok
2900,1999-08-26,The Astronaut's Wife,5.4,254,ok
8870,2000-11-10,Red Planet,5.4,267,ok
77875,2012-11-29,Playing for Keeps,5.4,240,ok
49787,2010-05-15,The Reef,5.4,130,ok
2176,2001-09-14,The Glass House,5.4,201,ok
10878,2001-02-09,Saving Silverman,5.4,154,ok
39037,2009-04-25,The Good Guy,5.4,59,ok
13596,2008-09-19,My Best Friend's Girl,5.4,220,ok
71866,2009-09-14,Tanner Hall,5.4,32,ok
8869,2002-07-17,Eight Legged Freaks,5.4,295,ok
3587,1996-09-06,Bogus,5.4,44,ok
9890,2004-06-10,The Stepford Wives,5.4,334,ok
134371,2012-10-12,Atlas Shrugged Part II,5.4,41,ok
13539,2000-03-23,Here On Earth,5.4,48,ok
10320,2005-03-17,The Ring Two,5.4,632,ok
320146,2016-03-11,Creative Control,5.4,25,ok
26688,2009-09-09,Sorority Row,5.4,177,ok
3050,1998-06-22,Doctor Dolittle,5.4,686,ok
343795,2015-09-11,90 Minutes in Heaven,5.4,40,ok
22825,2009-09-17,The Box,5.4,597,ok
144340,2013-03-21,Admission,5.4,304,ok
18869,2006-01-01,Jimmy and Judy,5.4,8,ok
11024,2004-03-24,Scooby-Doo 2: Monsters Unleashed,5.4,500,ok
18147,2006-12-08,Unaccompanied Minors,5.4,66,ok
3132,2002-06-07,Bad Company,5.4,228,ok
314385,2015-11-12,By the Sea,5.4,156,ok
10416,2000-03-03,What Planet Are You From?,5.4,37,ok
46261,2010-11-06,Don't Be Afraid of the Dark,5.4,341,ok
23367,2009-08-06,Bandslam,5.4,126,ok
215881,2013-09-13,Plush,5.4,40,ok
14177,2005-06-02,Beauty Shop,5.4,115,ok
13498,2005-02-25,Man of the House,5.4,120,ok
9341,2003-03-28,The Core,5.4,516,ok
83,2004-08-06,Open Water,5.4,315,ok
57431,2011-12-09,The Sitter,5.4,325,ok
23398,2009-12-21,Alvin and the Chipmunks: The Squeakquel,5.4,666,ok
9637,2002-06-14,Scooby-Doo,5.4,820,ok
11517,1995-11-21,Money Train,5.4,222,ok
10563,1999-10-22,Three to Tango,5.4,62,ok
1452,2006-06-28,Superman Returns,5.4,1400,ok
9292,1991-05-23,Hudson Hawk,5.4,269,ok
39209,1968-11-06,Shalako,5.4,12,ok
28902,1999-01-15,In Dreams,5.4,44,ok
17186,2005-08-16,Supercross,5.4,29,ok
4248,2001-07-04,Scary Movie 2,5.4,982,ok
9378,2001-10-26,Thir13en Ghosts,5.4,440,ok
9074,2005-09-08,The Man,5.4,133,ok
16508,1999-03-26,Doug's 1st Movie,5.4,22,ok
265208,2015-01-14,Wild Card,5.4,656,ok
297621,2014-11-14,There's Always Woodstock,5.4,12,ok
48988,2011-02-25,Hall Pass,5.4,611,ok
235271,2014-10-10,Addicted,5.4,63,ok
10075,2007-01-26,Blood and Chocolate,5.4,87,ok
52449,2011-05-16,Bad Teacher,5.4,1584,ok
334074,2015-05-21,Survivor,5.4,404,ok
8676,2008-02-07,Fool's Gold,5.4,444,ok
34549,2001-10-05,Max Keeble's Big Move,5.4,33,ok
36419,2010-04-09,After.Life,5.4,251,ok
29996,1959-12-25,Solomon and Sheba,5.4,8,ok
31915,1979-01-01,Prophecy,5.4,25,ok
49524,2013-07-18,R.I.P.D.,5.4,1260,ok
29076,2000-02-04,Gun Shy,5.4,24,ok
31932,2002-01-01,City of Ghosts,5.4,18,ok
19556,2009-03-13,Miss March,5.4,77,ok
15122,1999-09-10,Love Stinks,5.4,11,ok
40505,1998-05-27,I Got the Hook Up,5.4,8,ok
35689,2009-04-24,Don McKay,5.4,21,ok
13260,2008-02-28,Semi-Pro,5.4,251,ok
11011,1994-12-19,Ri¢hie Ri¢h,5.4,415,ok
1979,2007-06-13,Fantastic 4: Rise of the Silver Surfer,5.4,2589,ok
100042,2014-11-12,Dumb and Dumber To,5.4,1127,ok
11565,2006-01-26,Big Momma's House 2,5.4,371,ok
20542,2008-12-12,Delgo,5.4,15,ok
10615,2001-06-29,Pootie Tang,5.4,43,ok
38940,1994-09-04,Men of War,5.4,29,ok
10603,1997-07-15,George of the Jungle,5.4,496,ok
89540,1999-04-01,The Other Conquest,5.4,4,ok
19912,2009-08-26,The Final Destination,5.4,831,ok
8202,2005-11-30,Æon Flux,5.4,703,ok
9312,1995-08-18,Mortal Kombat,5.4,442,ok
18480,2009-07-08,Brüno,5.4,518,ok
19904,2009-10-16,The Stepfather,5.4,167,ok
10678,2003-03-07,Bringing Down the House,5.4,183,ok
32456,1997-09-07,Two Girls and a Guy,5.4,24,ok
2155,2000-02-25,Reindeer Games,5.4,173,ok
11066,1992-06-30,Boomerang,5.4,134,ok
1819,2006-07-14,"You, Me and Dupree",5.4,407,ok
333348,2015-11-12,Love the Coopers,5.4,167,ok
184345,2014-04-17,A Haunted House 2,5.4,346,ok
1683,2007-04-05,The Reaping,5.4,205,ok
8850,1994-07-01,The Shadow,5.4,138,ok
39451,2010-12-21,Little Fockers,5.4,1060,ok
210860,2015-01-21,Mortdecai,5.4,1055,ok
58428,2011-12-01,The Innkeepers,5.4,219,ok
25066,1995-05-24,Tales from the Hood,5.4,32,ok
182873,2013-01-01,Green Street Hooligans: Underground,5.4,33,ok
10996,2002-07-19,Stuart Little 2,5.4,613,ok
1950,2007-05-01,Lucky You,5.4,81,ok
49852,2010-11-24,The Nutcracker: The Untold Story,5.4,50,ok
13503,2001-11-30,Texas Rangers,5.4,19,ok
9327,1996-06-26,The Nutty Professor,5.4,702,ok
82687,2012-12-19,The Guilt Trip,5.4,284,ok
10281,1988-05-13,Friday the 13th Part VII: The New Blood,5.3,192,ok
256740,2014-03-04,Wicked Blood,5.3,37,ok
9531,1983-06-17,Superman III,5.3,490,ok
9574,1997-11-26,Flubber,5.3,695,ok
23730,1984-08-31,C.H.U.D.,5.3,62,ok
373314,2016-02-05,Misconduct,5.3,149,ok
19899,2009-09-19,Couples Retreat,5.3,588,ok
1927,2003-06-19,Hulk,5.3,1533,ok
10762,2004-08-20,Without a Paddle,5.3,214,ok
14137,2006-09-15,Beer League,5.3,22,ok
43593,2010-08-20,Piranha 3D,5.3,581,ok
15983,1985-09-27,Invasion U.S.A.,5.3,49,ok
225886,2014-07-17,Sex Tape,5.3,1695,ok
9334,2002-04-16,The Scorpion King,5.3,779,ok
47327,2011-02-24,Drive Angry,5.3,600,ok
9794,2006-10-06,Employee of the Month,5.3,153,ok
9488,2002-08-07,Spy Kids 2: The Island of Lost Dreams,5.3,521,ok
17043,2002-07-26,The Crocodile Hunter: Collision Course,5.3,34,ok
10154,1999-08-16,Mickey Blue Eyes,5.3,140,ok
271969,2016-08-17,Ben-Hur,5.3,621,ok
241257,2015-10-01,Regression,5.3,585,ok
52462,2006-05-17,The Pet,5.3,3,ok
50875,2011-08-26,Higher Ground,5.3,14,ok
89325,2012-04-20,Darling Companion,5.3,22,ok
40001,1996-04-19,Mrs. Winterbourne,5.3,25,ok
76617,2013-01-03,Texas Chainsaw 3D,5.3,465,ok
352978,2015-08-30,Chain of Command,5.3,11,ok
28165,1989-02-24,The Toxic Avenger Part II,5.3,39,ok
38317,2011-07-06,Zookeeper,5.3,498,ok
9783,2007-06-15,Sublime,5.3,33,ok
133931,2012-06-05,Zambezia,5.3,68,ok
281730,2014-06-13,Fugly,5.3,2,ok
43074,2016-07-14,Ghostbusters,5.3,2142,ok
46889,1998-10-30,Living Out Loud,5.3,11,ok
205584,2016-02-25,Gods of Egypt,5.3,1277,ok
28353,1997-08-06,Def Jam's How to Be a Player,5.3,8,ok
12090,2003-01-09,Just Married,5.3,404,ok
6171,2003-03-21,Dreamcatcher,5.3,567,ok
37718,1999-08-27,The Muse,5.3,31,ok
2698,2007-06-09,Evan Almighty,5.3,1151,ok
91070,2011-06-18,L!fe Happens,5.3,66,ok
18681,1999-09-04,Eye of the Beholder,5.3,42,ok
12123,1996-08-02,Chain Reaction,5.3,284,ok
30246,2003-08-29,Civil Brand,5.3,4,ok
12618,1999-10-08,Random Hearts,5.3,63,ok
106747,2013-09-12,Machete Kills,5.3,631,ok
9072,2006-08-31,Little Man,5.3,261,ok
9009,2005-06-27,Dark Water,5.3,274,ok
58882,2011-07-15,Snow Flower and the Secret Fan,5.3,22,ok
9893,2004-07-09,Sleepover,5.3,101,ok
80035,2012-07-26,The Watch,5.3,881,ok
11812,2002-04-12,The Sweetest Thing,5.3,280,ok
22787,2009-09-09,Whiteout,5.3,220,ok
10008,2005-05-05,An American Haunting,5.3,142,ok
9776,2003-01-01,Head of State,5.3,71,ok
18162,2009-06-05,Land of the Lost,5.3,381,ok
14435,2009-01-16,My Bloody Valentine,5.3,299,ok
2162,1999-09-01,Chill Factor,5.3,29,ok
12120,1988-12-09,My Stepmother is an Alien,5.3,131,ok
10375,2002-01-04,D-Tox,5.3,123,ok
21311,2000-05-05,I Dreamed of Africa,5.3,18,ok
13160,2008-02-01,Over Her Dead Body,5.3,145,ok
10877,2001-03-13,Exit Wounds,5.3,110,ok
12193,2008-11-26,Four Christmases,5.3,331,ok
10040,2005-03-11,Miss Congeniality 2: Armed and Fabulous,5.3,425,ok
19366,2001-04-06,Josie and the Pussycats,5.3,72,ok
9697,2006-07-21,Lady in the Water,5.3,409,ok
118957,2012-09-05,Bait,5.3,191,ok
19994,2009-09-18,Jennifer's Body,5.3,837,ok
10885,2008-03-21,Shutter,5.3,180,ok
9594,1991-08-10,Double Impact,5.3,215,ok
280391,2015-04-08,Why I Did (Not) Eat My Father,5.3,125,ok
24940,2001-02-02,Head Over Heels,5.3,73,ok
10610,2003-08-15,The Medallion,5.3,281,ok
20737,1997-08-01,Air Bud,5.3,106,ok
174311,2013-09-10,All Is Bright,5.3,36,ok
49950,2011-02-04,The Roommate,5.3,224,ok
9907,2006-08-04,Barnyard,5.3,225,ok
54054,2012-01-26,One for the Money,5.3,388,ok
394047,2016-07-08,The Dog Lover,5.3,6,ok
12819,2010-09-17,Alpha and Omega,5.3,124,ok
10069,2006-03-24,Stay Alive,5.3,155,ok
18065,2009-02-06,Next Day Air,5.3,36,ok
18238,2009-03-16,Lesbian Vampire Killers,5.3,124,ok
4257,2006-04-13,Scary Movie 4,5.3,750,ok
47534,2005-05-06,Fighting Tommy Riley,5.3,4,ok
