id,release_date,title,vote_average,vote_count,Label
9952,2006-09-09,Rescue Dawn,6.9,336,good
11386,1992-09-02,The Crying Game,6.9,176,good
42297,2010-11-23,Burlesque,6.9,573,good
15487,2005-09-30,The Greatest Game Ever Played,6.9,110,good
9576,1982-12-16,Tootsie,6.9,421,good
45791,2007-10-05,When Did You Last See Your Father?,6.9,13,good
868,2005-08-18,Tsotsi,6.9,94,good
1951,2005-05-16,Manderlay,6.9,78,good
10707,2005-10-05,The Squid and the Whale,6.9,226,good
2277,1999-12-17,Bicentennial Man,6.9,963,good
103328,2012-07-02,Holy Motors,6.9,228,good
112949,2013-02-07,Safe Haven,6.9,823,good
2977,2007-03-02,Becoming Jane,6.9,317,good
8051,2002-10-25,Punch-Drunk Love,6.9,530,good
217708,2013-08-30,Of Horses and Men,6.9,26,good
43923,2010-07-06,It's Kind of a Funny Story,6.9,672,good
7485,2007-03-22,Shooter,6.9,1462,good
24469,2009-05-14,Fish Tank,6.9,250,good
1850,1999-12-22,Man on the Moon,6.9,435,good
1572,1995-05-19,Die Hard: With a Vengeance,6.9,2066,good
152737,2013-12-26,August: Osage County,6.9,483,good
612,2005-12-22,Munich,6.9,696,good
607,1997-07-02,Men in Black,6.9,4412,good
1958,2002-01-08,8 Women,6.9,196,good
8291,1993-07-23,Poetic Justice,6.9,47,good
14306,2008-12-25,Marley & Me,6.9,1343,good
9441,1998-12-25,Stepmom,6.9,277,good
987,1974-12-01,The Front Page,6.9,68,good
1440,2006-10-06,Little Children,6.9,240,good
11165,1970-01-26,Tora! Tora! Tora!,6.9,147,good
10476,2005-07-22,Hustle & Flow,6.9,99,good
9802,1996-06-06,The Rock,6.9,1456,good
31174,1995-12-29,Richard III,6.9,49,good
285783,2015-09-30,The Walk,6.9,1121,good
1667,2005-01-26,March of the Penguins,6.9,358,good
259943,2014-05-16,Coming Home,6.9,49,good
11257,1985-12-13,A Room with a View,6.9,156,good
927,1984-06-07,Gremlins,6.9,1596,good
36597,2009-01-18,Wuthering Heights,6.9,37,good
436,2004-01-18,Maria Full of Grace,6.9,101,good
22051,2009-07-29,Adam,6.9,150,good
23169,2010-03-12,Remember Me,6.9,948,good
11004,2000-02-22,Wonder Boys,6.9,161,good
9400,1996-11-06,Set It Off,6.9,66,good
11219,1955-10-03,The Trouble with Harry,6.9,149,good
25793,2009-11-06,Precious,6.9,417,good
29595,2005-11-04,Wal-Mart: The High Cost of Low Price,6.9,24,good
1924,1978-12-13,Superman,6.9,1022,good
55616,2002-02-28,Dracula: Pages from a Virgin's Diary,6.9,8,good
157350,2014-03-14,Divergent,6.9,4663,good
26466,2009-10-16,Triangle,6.9,612,good
70160,2012-03-12,The Hunger Games,6.9,9455,good
1808,1998-10-23,Velvet Goldmine,6.9,116,good
18840,2005-10-30,The White Countess,6.9,21,good
2196,2007-02-09,Death at a Funeral,6.9,497,good
646,1962-10-04,Dr. No,6.9,940,good
82693,2012-09-08,Silver Linings Playbook,6.9,4742,good
9003,1987-09-11,Hellraiser,6.9,449,good
46705,2010-12-27,Blue Valentine,6.9,890,good
23330,1970-05-13,The Ballad of Cable Hogue,6.9,47,good
546,2005-12-23,Transamerica,6.9,144,good
297,1998-11-12,Meet Joe Black,6.9,1147,good
14299,2008-12-05,Cadillac Records,6.9,86,good
23479,1976-04-07,The Bad News Bears,6.9,97,good
10212,1999-03-16,Ravenous,6.9,141,good
8408,1985-07-19,Day of the Dead,6.9,270,good
464,2004-09-03,As It Is in Heaven,6.9,42,good
285,2007-05-19,Pirates of the Caribbean: At World's End,6.9,4500,good
10712,2002-09-01,Far from Heaven,6.9,144,good
10220,1998-09-11,Rounders,6.9,439,good
9741,2000-11-13,Unbreakable,6.9,1946,good
47452,1997-01-01,Love and Death on Long Island,6.9,11,good
12281,2004-01-15,Mean Creek,6.9,106,good
408,1937-12-20,Snow White and the Seven Dwarfs,6.9,1914,good
36334,1952-03-14,Deadline - U.S.A.,6.9,17,good
84318,2012-09-28,The Other Dream Team,6.9,7,good
45380,2006-01-01,Crazy Stone,6.9,22,good
27585,2010-12-16,Rabbit Hole,6.9,165,good
59,2005-09-23,A History of Violence,6.9,832,good
1900,2000-12-27,Traffic,6.9,562,good
10339,1956-06-27,Moby Dick,6.9,89,good
188166,2014-04-25,Blue Ruin,6.9,462,good
35,2007-07-25,The Simpsons Movie,6.9,2264,good
168,1986-11-25,Star Trek IV: The Voyage Home,6.9,477,good
1997,2004-04-07,Two Brothers,6.9,180,good
5176,2007-09-06,3:10 to Yuma,6.9,1188,good
295886,2015-04-24,Brotherly Love,6.9,21,good
14278,2005-07-22,Murderball,6.9,23,good
13776,1982-04-02,Diner,6.9,83,good
26748,1996-06-21,Lone Star,6.9,77,good
13809,2008-09-04,RockNRolla,6.9,836,good
41110,2009-09-05,I Am Love,6.9,73,good
38810,2009-06-01,Dogtooth,6.9,332,good
9603,1995-07-19,Clueless,6.9,803,good
10564,2000-04-27,Where the Heart Is,6.9,155,good
9303,1996-09-13,Bound,6.9,198,good
838,1973-08-01,American Graffiti,6.9,324,good
43539,2010-11-18,The Next Three Days,6.9,905,good
11446,1995-05-24,Welcome to the Dollhouse,6.9,103,good
9675,2004-10-22,Sideways,6.9,478,good
8293,1992-03-13,Howards End,6.9,95,good
362105,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,35,good
35690,2010-03-31,The Last Song,6.9,923,good
251,1990-07-12,Ghost,6.9,1339,good
10223,1998-12-11,A Simple Plan,6.9,187,good
87093,2014-12-24,Big Eyes,6.8,1196,good
14624,2006-10-20,The Ultimate Gift,6.8,78,good
924,2004-03-19,Dawn of the Dead,6.8,1016,good
29963,2009-11-05,Bright Star,6.8,107,good
327,2000-09-09,Brother,6.8,107,good
27342,1987-05-01,Malone,6.8,15,good
11033,1980-06-25,Dressed to Kill,6.8,157,good
9667,2005-03-04,The Jacket,6.8,455,good
11831,1997-12-03,Amistad,6.8,316,good
16620,1987-07-24,La Bamba,6.8,116,good
9555,2002-02-04,Rabbit-Proof Fence,6.8,84,good
16162,1999-10-22,The Best Man,6.8,38,good
9701,2005-02-12,North Country,6.8,125,good
8068,1995-08-25,Desperado,6.8,881,good
3291,2005-09-16,"Good Night, and Good Luck.",6.8,273,good
39486,2010-08-20,Secretariat,6.8,103,good
254470,2015-05-07,Pitch Perfect 2,6.8,1940,good
8272,2007-01-19,The Savages,6.8,110,good
51162,2011-04-13,Winnie the Pooh,6.8,258,good
67675,2011-08-11,Glee: The Concert Movie,6.8,79,good
16727,2006-09-02,The Namesake,6.8,50,good
4170,2007-01-23,Trade,6.8,67,good
29339,2002-12-27,Nicholas Nickleby,6.8,49,good
209451,2014-06-05,Jersey Boys,6.8,255,good
1381,2006-09-06,The Fountain,6.8,827,good
15394,2003-05-02,Owning Mahowny,6.8,37,good
3472,2002-09-05,Dirty Pretty Things,6.8,131,good
25196,2009-12-16,Crazy Heart,6.8,274,good
9392,2005-07-08,The Descent,6.8,1005,good
45226,1981-11-13,The Pursuit of D.B. Cooper,6.8,4,good
1637,1994-06-09,Speed,6.8,1783,good
1547,1987-07-31,The Lost Boys,6.8,538,good
272693,2015-02-20,The DUFF,6.8,1322,good
11109,2004-10-22,Vera Drake,6.8,80,good
325373,2016-10-02,Two Lovers and a Bear,6.8,27,good
11022,2002-01-14,Narc,6.8,142,good
8883,2008-03-25,Flame & Citron,6.8,68,good
13920,2003-10-24,Radio,6.8,141,good
9746,1997-12-25,Kundun,6.8,91,good
24684,2009-10-29,An Education,6.8,409,good
257932,2014-05-20,Dragon Nest: Warriors' Dawn,6.8,19,good
138832,2013-08-07,We're the Millers,6.8,2972,good
18923,2004-07-23,A Home at the End of the World,6.8,45,good
16323,1979-11-07,The Rose,6.8,28,good
25379,2004-02-20,The Blue Butterfly,6.8,6,good
398,2005-09-30,Capote,6.8,384,good
533,2005-09-04,The Curse of the Were-Rabbit,6.8,643,good
2293,1995-10-20,Mallrats,6.8,392,good
9344,1995-07-28,Kids,6.8,279,good
39013,2010-06-11,Winter's Bone,6.8,565,good
250124,2015-08-07,The Diary of a Teenage Girl,6.8,279,good
12228,2005-02-11,Inside Deep Throat,6.8,31,good
22600,2008-02-11,Gangster's Paradise: Jerusalema,6.8,16,good
1777,2004-06-25,Fahrenheit 9/11,6.8,397,good
84175,2012-06-29,Beasts of the Southern Wild,6.8,403,good
37232,2003-09-09,Travellers and Magicians,6.8,9,good
256917,2014-12-25,The Water Diviner,6.8,431,good
7973,2007-07-01,Caramel,6.8,52,good
90,1984-11-29,Beverly Hills Cop,6.8,961,good
864,1993-09-30,Cool Runnings,6.8,491,good
36657,2000-07-13,X-Men,6.8,4097,good
10445,1993-12-25,Shadowlands,6.8,61,good
49018,2010-09-13,Insidious,6.8,1737,good
8265,2008-01-09,Welcome to the Sticks,6.8,615,good
4012,2001-01-19,The Believer,6.8,151,good
8009,1986-03-07,Highlander,6.8,624,good
1090,1999-04-16,The Thirteenth Floor,6.8,378,good
29406,2008-04-24,Trucker,6.8,16,good
46729,2005-10-01,Fetching Cody,6.8,6,good
33667,1947-11-11,Gentleman's Agreement,6.8,47,good
26672,1993-09-23,The Thief and the Cobbler,6.8,26,good
72213,2011-09-30,Courageous,6.8,77,good
157386,2013-08-02,The Spectacular Now,6.8,1048,good
9427,1997-08-13,The Full Monty,6.8,363,good
3033,1998-01-21,Gods and Monsters,6.8,81,good
11129,1999-06-04,Human Traffic,6.8,97,good
75861,2015-03-13,To Write Love on Her Arms,6.8,47,good
8841,2008-09-24,The Class,6.8,174,good
1832,1999-11-12,Dogma,6.8,823,good
55347,2010-09-11,Beginners,6.8,347,good
13922,2005-08-12,The Great Raid,6.8,91,good
42188,2010-09-15,Never Let Me Go,6.8,737,good
20766,2009-11-25,The Road,6.8,1087,good
7509,2005-09-08,Water,6.8,34,good
19265,2009-06-19,Whatever Works,6.8,350,good
55831,2005-08-05,Boynton Beach Club,6.8,3,good
9563,1999-12-16,Any Given Sunday,6.8,422,good
97367,2013-03-20,The Place Beyond the Pines,6.8,1653,good
9591,1996-10-04,That Thing You Do!,6.8,225,good
9837,1998-12-15,The Prince of Egypt,6.8,817,good
19316,2004-09-12,Saving Face,6.8,32,good
84329,2012-08-16,Robot & Frank,6.8,450,good
44413,2004-05-06,The Holy Girl,6.8,10,good
12159,1998-10-02,What Dreams May Come,6.8,577,good
43266,1941-10-28,How Green Was My Valley,6.8,72,good
79161,2006-10-18,51 Birch Street,6.8,6,good
250184,2014-03-29,Locker 13,6.8,3,good
321697,2015-10-09,Steve Jobs,6.8,1573,good
10560,2000-05-12,Center Stage,6.8,90,good
557,2002-05-01,Spider-Man,6.8,5265,good
56292,2011-12-07,Mission: Impossible - Ghost Protocol,6.8,3972,good
10218,1996-10-18,Swingers,6.8,253,good
526,1985-03-27,Ladyhawke,6.8,260,good
76338,2013-10-29,Thor: The Dark World,6.8,4755,good
37985,2007-06-15,The Trials Of Darryl Hunt,6.8,4,good
55420,2011-07-22,Another Earth,6.8,527,good
5279,2001-11-07,Gosford Park,6.8,246,good
331745,2014-11-15,Top Spin,6.8,6,good
340611,2016-07-29,Indignation,6.8,69,good
222250,2013-09-20,A True Story,6.8,2,good
68721,2013-04-18,Iron Man 3,6.8,8806,good
3509,2006-05-25,A Scanner Darkly,6.8,532,good
14585,1997-01-19,In the Company of Men,6.8,44,good
334531,2015-11-13,My All American,6.8,36,good
17345,2003-01-01,Flywheel,6.8,19,good
228161,2015-03-18,Home,6.8,1519,good
36658,2003-04-24,X2,6.8,3506,good
480,2001-08-30,Monsoon Wedding,6.8,57,good
33870,2009-10-01,Mao's Last Dancer,6.8,28,good
14295,2000-11-17,You Can Count on Me,6.8,88,good
754,1997-06-27,Face/Off,6.8,1583,good
89750,2011-09-11,"Pink Ribbons, Inc.",6.8,6,good
43884,1936-10-20,The Charge of the Light Brigade,6.8,18,good
39895,1987-09-25,From a Whisper to a Scream,6.8,15,good
83860,2011-10-30,October Baby,6.8,35,good
76492,2012-09-20,Hotel Transylvania,6.8,2566,good
1535,2001-11-18,Spy Game,6.8,579,good
24424,2009-09-17,Ajami,6.8,27,good
644,2001-06-29,A.I. Artificial Intelligence,6.8,1974,good
10629,2003-07-11,Veronica Guerin,6.8,59,good
2652,2005-01-14,Hard Candy,6.8,701,good
3170,1942-08-14,Bambi,6.8,1405,good
10545,1996-06-21,The Hunchback of Notre Dame,6.8,1129,good
84332,2012-06-08,Safety Not Guaranteed,6.8,556,good
36955,1994-07-14,True Lies,6.8,1116,good
272878,2015-06-26,Max,6.8,276,good
2024,2000-06-28,The Patriot,6.8,1099,good
49519,2013-03-20,The Croods,6.8,2399,good
285923,2007-04-06,Grindhouse,6.8,459,good
1165,2006-09-15,The Queen,6.8,338,good
13685,1996-02-21,Bottle Rocket,6.8,281,good
37950,2010-05-01,Charlie St. Cloud,6.8,566,good
9282,2003-05-16,11:14,6.8,206,good
11536,1961-01-01,The Misfits,6.8,72,good
168672,2013-12-12,American Hustle,6.8,2807,good
9631,1998-07-29,The Negotiator,6.8,582,good
77877,2012-04-19,The Lucky One,6.8,946,good
73532,2011-05-17,Le Havre,6.8,97,good
65,2002-11-08,8 Mile,6.8,1626,good
392,2000-12-14,Chocolat,6.8,951,good
320,2002-05-24,Insomnia,6.8,1148,good
27936,2009-10-28,Micmacs,6.8,148,good
9443,1981-05-15,Chariots of Fire,6.8,207,good
225574,2014-01-26,Non-Stop,6.8,2268,good
67913,2011-07-07,The Guard,6.8,372,good
1934,1998-12-11,Shakespeare in Love,6.8,796,good
9454,1998-07-31,Ever After: A Cinderella Story,6.8,399,good
21755,2008-09-09,The Brothers Bloom,6.8,203,good
65749,1998-02-12,Tango,6.8,6,good
5126,2007-11-02,Martian Child,6.8,79,good
10217,1997-05-14,The Sweet Hereafter,6.8,103,good
10876,2000-11-22,Quills,6.8,128,good
1985,2005-08-31,The Constant Gardener,6.8,417,good
173,1954-12-23,"20,000 Leagues Under the Sea",6.8,157,good
8982,2005-08-11,The Protector,6.8,167,good
9487,1998-11-25,A Bug's Life,6.8,2303,good
333371,2016-03-10,10 Cloverfield Lane,6.8,2468,good
7445,2009-01-27,Brothers,6.8,633,good
16564,2008-11-17,Winter in Wartime,6.8,66,good
24266,1982-03-02,The Man from Snowy River,6.8,37,good
109410,2013-04-12,42,6.8,787,good
2266,2006-05-16,"Paris, je t'aime",6.8,207,good
13435,2002-12-19,Antwone Fisher,6.7,137,good
13198,2006-01-24,Wristcutters: A Love Story,6.7,160,good
65057,2011-09-09,The Descendants,6.7,934,good
4148,2008-12-19,Revolutionary Road,6.7,796,good
146304,2013-11-15,The Best Man Holiday,6.7,110,good
563,1997-11-06,Starship Troopers,6.7,1560,good
8326,2003-04-18,Holes,6.7,383,good
11208,2004-09-03,Wicker Park,6.7,157,good
2253,2008-12-25,Valkyrie,6.7,1173,good
15708,2003-07-10,Latter Days,6.7,56,good
11439,2010-02-12,The Ghost Writer,6.7,670,good
10865,2001-06-02,Atlantis: The Lost Empire,6.7,1224,good
85446,2012-07-26,Step Up Revolution,6.7,663,good
150689,2015-03-12,Cinderella,6.7,2374,good
1946,1999-04-14,eXistenZ,6.7,475,good
1584,2003-10-03,School of Rock,6.7,1414,good
43090,2010-04-30,Gunless,6.7,27,good
10132,1988-12-21,Talk Radio,6.7,46,good
46989,2002-01-11,Blue Car,6.7,13,good
1781,2006-01-24,An Inconvenient Truth,6.7,251,good
11162,2004-09-03,The Merchant of Venice,6.7,144,good
19997,1953-01-21,Niagara,6.7,79,good
11013,2002-01-11,Secretary,6.7,376,good
1412,1989-08-18,"Sex, Lies, and Videotape",6.7,185,good
44835,2010-01-22,Hesher,6.7,212,good
5038,2008-08-15,Vicky Cristina Barcelona,6.7,1020,good
2289,2003-12-24,Cold Mountain,6.7,533,good
21494,2007-01-31,Moliere,6.7,45,good
110402,2013-02-27,Hard to Be a God,6.7,41,good
1833,2005-11-23,Rent,6.7,155,good
59917,1970-05-27,Cotton Comes to Harlem,6.7,13,good
954,1996-05-22,Mission: Impossible,6.7,2631,good
16281,1982-11-12,Creepshow,6.7,226,good
51052,2011-02-22,Arthur Christmas,6.7,333,good
291805,2016-06-02,Now You See Me 2,6.7,3235,good
9798,1998-11-20,Enemy of the State,6.7,1240,good
1947,2005-09-09,An Unfinished Life,6.7,161,good
1581,2006-12-08,The Holiday,6.7,1225,good
48217,2000-01-01,The Widow of Saint-Pierre,6.7,11,good
244772,2014-01-18,The Skeleton Twins,6.7,292,good
50837,2011-10-21,Martha Marcy May Marlene,6.7,277,good
19255,2009-06-05,Away We Go,6.7,189,good
11876,1995-09-20,The Horseman on the Roof,6.7,25,good
248774,2014-06-06,Obvious Child,6.7,187,good
4464,2003-07-22,Seabiscuit,6.7,216,good
9707,2002-06-09,Bubba Ho-tep,6.7,191,good
37532,1998-10-07,Slam,6.7,7,good
1817,2002-09-09,Phone Booth,6.7,1062,good
10183,2008-08-01,Frozen River,6.7,99,good
8489,2001-12-11,Ali,6.7,447,good
13919,2005-06-08,The Chumscrubber,6.7,62,good
139998,2012-01-23,Supporting Characters,6.7,10,good
11975,1997-11-18,The Rainmaker,6.7,235,good
604,2003-05-15,The Matrix Reloaded,6.7,3443,good
1648,1989-02-17,Bill & Ted's Excellent Adventure,6.7,454,good
2907,1991-11-22,The Addams Family,6.7,848,good
118,2005-07-13,Charlie and the Chocolate Factory,6.7,3624,good
18240,2009-06-01,The Proposal,6.7,1804,good
11836,2004-11-14,The SpongeBob SquarePants Movie,6.7,574,good
278927,2016-04-07,The Jungle Book,6.7,2892,good
411,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,good
328425,2015-07-30,The Gift,6.7,1049,good
9762,2006-08-11,Step Up,6.7,1060,good
41402,2010-10-01,Let Me In,6.7,641,good
62177,2012-06-21,Brave,6.7,4641,good
22947,2009-09-05,Up in the Air,6.7,1205,good
9647,1988-11-22,Scrooged,6.7,390,good
2755,2002-12-13,About Schmidt,6.7,362,good
68726,2013-07-11,Pacific Rim,6.7,4794,good
72190,2013-06-20,World War Z,6.7,5560,good
11287,1992-07-01,A League of Their Own,6.7,354,good
12150,1989-09-15,Sea of Love,6.7,141,good
13785,2000-09-19,Best in Show,6.7,166,good
8292,2005-08-11,Four Brothers,6.7,607,good
558,2004-06-25,Spider-Man 2,6.7,4321,good
46435,1999-09-03,Topsy-Turvy,6.7,41,good
9036,2006-02-17,Eight Below,6.7,542,good
13155,1985-06-21,Return to Oz,6.7,120,good
12783,2008-09-05,The Duchess,6.7,396,good
39851,2004-09-01,Clean,6.7,17,good
226857,2014-02-12,Endless Love,6.7,542,good
49444,2011-05-25,Kung Fu Panda 2,6.7,1880,good
10364,1970-06-24,Catch-22,6.7,72,good
35073,1953-06-13,"The Beast from 20,000 Fathoms",6.7,41,good
18734,2001-01-20,L.I.E.,6.7,31,good
21208,2009-07-24,Orphan,6.7,1261,good
10198,2009-12-08,The Princess and the Frog,6.7,1247,good
2048,2004-07-15,"I, Robot",6.7,3793,good
6521,2000-10-13,The Contender,6.7,60,good
9389,2006-03-16,Renaissance,6.7,77,good
7305,1993-01-15,Alive,6.7,374,good
10537,1991-03-01,The Doors,6.7,275,good
157841,2013-10-16,The Young and Prodigious T.S. Spivet,6.7,232,good
43434,2010-05-19,Carlos,6.7,50,good
193613,2013-09-25,Metallica: Through the Never,6.7,83,good
8193,2004-06-11,Napoleon Dynamite,6.7,554,good
127560,2013-12-26,The Railway Man,6.7,273,good
64688,2012-03-12,21 Jump Street,6.7,4074,good
63574,2012-01-13,Joyful Noise,6.7,33,good
38055,2010-10-28,Megamind,6.7,1918,good
17578,2011-10-25,The Adventures of Tintin,6.7,2061,good
130150,2013-12-27,Labor Day,6.7,299,good
36811,2009-09-04,The Last Station,6.7,55,good
107985,2013-07-18,The World's End,6.7,1778,good
8095,1963-06-12,Cleopatra,6.7,146,good
2255,1997-04-04,Chasing Amy,6.7,433,good
11873,1986-10-07,The Color of Money,6.7,291,good
140300,2016-01-23,Kung Fu Panda 3,6.7,1603,good
11904,1985-12-04,Young Sherlock Holmes,6.7,167,good
577,1995-05-20,To Die For,6.7,175,good
82703,2014-02-07,Mr. Peabody & Sherman,6.7,843,good
159824,2015-09-21,Hotel Transylvania 2,6.7,1497,good
174,1991-12-05,Star Trek VI: The Undiscovered Country,6.7,413,good
27845,1996-10-11,Trees Lounge,6.7,51,good
8390,2008-02-08,"Definitely, Maybe",6.7,620,good
26306,1997-01-24,Prefontaine,6.7,21,good
2112,1999-02-05,Payback,6.7,548,good
9026,2002-05-17,The Importance of Being Earnest,6.7,127,good
16995,2009-04-17,State of Play,6.7,484,good
1988,2007-01-01,A Mighty Heart,6.7,95,good
62837,2011-09-23,Dolphin Tale,6.7,163,good
342,2004-09-02,Summer Storm,6.7,59,good
77174,2012-08-03,ParaNorman,6.7,789,good
22798,2009-09-13,Whip It,6.7,357,good
13576,2009-10-28,This Is It,6.7,247,good
227735,2014-09-12,Dolphin Tale 2,6.7,96,good
547,1998-05-14,The Horse Whisperer,6.7,292,good
10970,1976-06-17,Silent Movie,6.7,78,good
37735,2010-09-10,Easy A,6.7,2210,good
37003,2007-05-19,U2 3D,6.7,10,good
44092,2010-09-01,Reign of Assassins,6.7,57,good
25636,1999-09-05,Jesus' Son,6.7,22,good
13751,2006-04-28,Akeelah and the Bee,6.7,81,good
11843,1975-05-21,The Return of the Pink Panther,6.7,137,good
253412,2015-09-10,Everest,6.7,1772,good
257,2005-09-23,Oliver Twist,6.7,274,good
11170,2006-12-12,We Are Marshall,6.7,186,good
19933,1987-07-09,The Brave Little Toaster,6.7,93,good
256591,2015-02-25,Focus,6.7,2542,good
9517,2001-06-15,Bully,6.7,125,good
72976,2012-11-09,Lincoln,6.7,1429,good
86838,2012-09-07,Seven Psychopaths,6.7,1206,good
34152,1994-05-13,Crooklyn,6.7,31,good
9059,1995-01-13,Tales from the Crypt: Demon Knight,6.7,94,good
313922,2016-04-15,Green Room,6.7,683,good
5854,1976-04-09,Family Plot,6.7,86,good
2604,1989-12-20,Born on the Fourth of July,6.7,395,good
24420,2009-08-14,The Time Traveler's Wife,6.7,798,good
25941,2009-11-11,Harry Brown,6.7,348,good
97630,2012-12-19,Zero Dark Thirty,6.7,1702,good
110415,2013-08-01,Snowpiercer,6.7,2854,good
3683,2006-10-18,Flags of Our Fathers,6.7,526,good
48309,1988-03-04,Prison,6.7,27,good
34941,1997-06-20,The Last Time I Committed Suicide,6.7,7,good
454,1996-10-31,Romeo + Juliet,6.7,1374,good
29262,2005-05-13,The House of Sand,6.7,9,good
20083,2009-03-22,Shinjuku Incident,6.7,65,good
276907,2015-09-09,Legend,6.7,973,good
8195,1998-09-25,Ronin,6.7,658,good
55787,2011-03-15,Water for Elephants,6.7,850,good
46146,2010-10-29,Troll Hunter,6.7,583,good
14256,2006-02-07,Winter Passing,6.7,28,good
400,1995-12-01,Things to Do in Denver When You're Dead,6.7,85,good
10530,1995-06-14,Pocahontas,6.7,1457,good
50839,2011-09-28,Margin Call,6.7,524,good
10744,2003-01-17,The Cooler,6.7,89,good
12586,2006-09-09,Bella,6.7,37,good
9469,1998-05-01,He Got Game,6.7,134,good
9390,1996-12-06,Jerry Maguire,6.7,913,good
11543,1996-07-04,Kingpin,6.7,244,good
1255,2006-07-27,The Host,6.7,537,good
9839,2003-10-23,Beyond Borders,6.7,110,good
82507,2012-03-29,Sinister,6.7,1573,good
11023,2003-08-20,Thirteen,6.7,339,good
1770,1996-10-25,Michael Collins,6.7,97,good
11371,2001-07-13,The Score,6.7,423,good
2288,2004-12-01,Closer,6.7,811,good
260778,2015-08-14,Vaalu,6.7,5,good
11042,2003-05-21,The Barbarian Invasions,6.7,77,good
8699,2004-07-09,Anchorman: The Legend of Ron Burgundy,6.7,1493,good
4929,1968-07-31,Hang 'em High,6.7,192,good
957,1987-06-24,Spaceballs,6.7,902,good
5876,2007-11-21,The Mist,6.7,1399,good
9451,1999-04-23,Election,6.7,270,good
1651,1969-06-18,Mississippi Mermaid,6.7,32,good
744,1986-05-16,Top Gun,6.7,1698,good
10758,2007-05-25,Waitress,6.7,129,good
192141,2015-08-26,No Escape,6.7,777,good
809,2004-05-19,Shrek 2,6.7,2988,good
10133,2002-10-01,Cypher,6.7,192,good
16651,2001-04-12,The Other Side of Heaven,6.7,14,good
602,1996-06-25,Independence Day,6.7,3260,good
185567,2013-12-04,Zulu,6.7,172,good
13820,1984-02-20,Repo Man,6.7,144,good
9533,2002-09-29,Red Dragon,6.7,1115,good
3877,2007-09-26,Things We Lost in the Fire,6.7,90,good
9781,1999-08-13,Detroit Rock City,6.7,100,good
37080,2009-11-07,Mother and Child,6.7,46,good
9433,1997-09-06,The Edge,6.7,349,good
11959,1989-07-21,UHF,6.7,89,good
49530,2011-10-27,In Time,6.7,3417,good
13510,2008-09-12,Eden Lake,6.7,406,good
339984,2016-03-17,Miracles from Heaven,6.7,186,good
2787,2000-02-18,Pitch Black,6.7,1789,good
11302,1971-04-28,Bananas,6.7,165,good
198062,2013-07-09,Coffee Town,6.7,45,good
14353,2008-07-18,Repo! The Genetic Opera,6.7,100,good
10590,2002-03-01,We Were Soldiers,6.7,521,good
20653,2008-10-24,Roadside Romeo,6.7,3,good
21309,1986-08-27,River's Edge,6.7,59,good
586,1997-12-25,Wag the Dog,6.7,270,good
32235,2003-01-01,Northfork,6.7,24,good
107846,2013-10-09,Escape Plan,6.7,1659,good
19405,2001-01-27,Recess: School's Out,6.6,67,good
43347,2010-11-22,Love & Other Drugs,6.6,1233,good
854,1994-07-29,The Mask,6.6,2472,good
277,2003-09-19,Underworld,6.6,2512,good
9357,2002-08-21,One Hour Photo,6.6,435,good
11184,2004-09-04,Kinsey,6.6,131,good
22971,2010-02-04,Dear John,6.6,1262,good
253450,2015-08-27,The Assassin,6.6,157,good
63020,1995-05-12,The Perez Family,6.6,9,good
19052,1999-11-04,Light It Up,6.6,7,good
691,1977-07-07,The Spy Who Loved Me,6.6,507,good
2142,1997-08-15,Cop Land,6.6,382,good
37137,1991-06-28,The Naked Gun 2½: The Smell of Fear,6.6,546,good
36819,1981-07-13,Time Bandits,6.6,249,good
10691,2001-06-29,Crazy/Beautiful,6.6,96,good
4912,2002-12-30,Confessions of a Dangerous Mind,6.6,275,good
10998,1987-09-11,Fatal Attraction,6.6,291,good
11635,2003-02-21,Old School,6.6,541,good
37056,2010-05-14,Letters to Juliet,6.6,796,good
9778,2001-10-05,Serendipity,6.6,521,good
25462,2001-09-07,Two Can Play That Game,6.6,17,good
14538,2008-04-03,Three Kingdoms: Resurrection of the Dragon,6.6,35,good
10362,2008-11-19,Two Lovers,6.6,154,good
9819,1996-12-18,Marvin's Room,6.6,124,good
4108,2002-10-02,The Transporter,6.6,1692,good
11967,1988-08-12,Young Guns,6.6,258,good
8848,2008-02-28,The Bank Job,6.6,697,good
12404,2009-11-25,Me and Orson Welles,6.6,49,good
315664,2016-05-06,Florence Foster Jenkins,6.6,392,good
12763,2006-03-17,Take the Lead,6.6,162,good
20024,1999-12-03,The End of the Affair,6.6,55,good
7874,2006-12-08,Black Snake Moan,6.6,243,good
6973,2007-08-31,In the Valley of Elah,6.6,261,good
158011,2013-03-14,The Call,6.6,1257,good
11156,2009-04-22,Coco Before Chanel,6.6,246,good
10189,2008-08-06,Pineapple Express,6.6,1148,good
10955,2002-09-02,Ripley's Game,6.6,69,good
796,1999-03-05,Cruel Intentions,6.6,827,good
245,2002-04-26,About a Boy,6.6,607,good
10776,1986-12-19,Little Shop of Horrors,6.6,384,good
49517,2011-09-16,Tinker Tailor Soldier Spy,6.6,840,good
47692,1999-11-24,Felicia's Journey,6.6,23,good
76726,2012-02-01,Chronicle,6.6,1935,good
