Date,Nino 3,Label
1906-June-01,0.0,Cold
1907-June-01,-0.32,Cold
1908-June-01,-0.08,Cold
1909-June-01,-1.27,LaNinaTemp
1910-June-01,-0.83,LaNinaTemp
1911-June-01,-0.54,LaNinaTemp
1912-June-01,-0.16,Cold
1913-June-01,-0.15,Cold
1914-June-01,-0.03,Cold
1915-June-01,1.42,NinoTemp
1916-June-01,-0.81,LaNinaTemp
1917-June-01,0.15,Warm
1918-June-01,0.8,NinoTemp
1919-June-01,0.68,NinoTemp
1920-June-01,0.21,Warm
1921-June-01,-0.16,Cold
1922-June-01,-0.63,LaNinaTemp
1923-June-01,-0.04,Cold
1924-June-01,-0.9,LaNinaTemp
1925-June-01,0.34,Warm
1926-June-01,0.54,NinoTemp
1927-June-01,-0.26,Cold
1928-June-01,-0.53,LaNinaTemp
1929-June-01,0.14,Warm
1930-June-01,0.23,Warm
1931-June-01,0.14,Warm
1932-June-01,0.43,Warm
1933-June-01,-0.74,LaNinaTemp
1934-June-01,-0.18,Cold
1935-June-01,-0.54,LaNinaTemp
1936-June-01,-0.56,LaNinaTemp
1937-June-01,-0.4,Cold
1938-June-01,-1.2,LaNinaTemp
1939-June-01,0.26,Warm
1940-June-01,0.42,Warm
1941-June-01,0.7,NinoTemp
1942-June-01,-0.8,LaNinaTemp
1943-June-01,0.03,Warm
1944-June-01,0.09,Warm
1945-June-01,-0.27,Cold
1946-June-01,-0.44,Cold
1947-June-01,-0.1,Cold
1948-June-01,-0.28,Cold
1949-June-01,-0.84,LaNinaTemp
1950-June-01,-1.01,LaNinaTemp
1951-June-01,0.27,Warm
1952-June-01,-0.73,LaNinaTemp
1953-June-01,0.5,Warm
1954-June-01,-1.33,LaNinaTemp
1955-June-01,-1.41,LaNinaTemp
1956-June-01,-0.62,LaNinaTemp
1957-June-01,0.9,NinoTemp
1958-June-01,0.04,Warm
1959-June-01,-0.43,Cold
1960-June-01,-0.33,Cold
1961-June-01,0.09,Warm
1962-June-01,-0.55,LaNinaTemp
1963-June-01,0.39,Warm
1964-June-01,-1.23,LaNinaTemp
1965-June-01,0.71,NinoTemp
1966-June-01,-0.32,Cold
1967-June-01,-0.12,Cold
1968-June-01,-0.09,Cold
1969-June-01,0.67,NinoTemp
1970-June-01,-0.86,LaNinaTemp
1971-June-01,-0.81,LaNinaTemp
1972-June-01,0.93,NinoTemp
1973-June-01,-0.96,LaNinaTemp
1974-June-01,-0.22,Cold
1975-June-01,-1.1,LaNinaTemp
1976-June-01,0.61,NinoTemp
1977-June-01,0.16,Warm
1978-June-01,-0.7,LaNinaTemp
1979-June-01,0.3,Warm
1980-June-01,0.35,Warm
1981-June-01,-0.03,Cold
1982-June-01,0.89,NinoTemp
1983-June-01,1.74,NinoTemp
1984-June-01,-1.1,LaNinaTemp
1985-June-01,-0.85,LaNinaTemp
1986-June-01,-0.27,Cold
1987-June-01,1.12,NinoTemp
1988-June-01,-1.85,LaNinaTemp
1989-June-01,-0.42,Cold
1990-June-01,0.01,Warm
1991-June-01,0.68,NinoTemp
1992-June-01,0.45,Warm
1993-June-01,0.63,NinoTemp
1994-June-01,-0.02,Cold
1995-June-01,-0.23,Cold
1996-June-01,-0.34,Cold
1997-June-01,1.68,NinoTemp
1998-June-01,0.09,Warm
1999-June-01,-0.69,LaNinaTemp
2000-June-01,-0.75,LaNinaTemp
2001-June-01,-0.24,Cold
2002-June-01,0.42,Warm
2003-June-01,-0.5,LaNinaTemp
2004-June-01,-0.19,Cold
2005-June-01,0.18,Warm
2006-June-01,-0.02,Cold
2007-June-01,-0.51,LaNinaTemp
2008-June-01,-0.04,Cold
2009-June-01,0.71,NinoTemp
2010-June-01,-0.53,LaNinaTemp
2011-June-01,0.09,Warm
2012-June-01,0.5,Warm
2013-June-01,-0.71,LaNinaTemp
2014-June-01,0.91,NinoTemp
2015-June-01,1.54,NinoTemp
2016-June-01,0.11,Warm
2017-June-01,0.06,Warm
2018-June-01,0.19,Warm
1870-July-01,-1.01,LaNinaTemp
1871-July-01,-0.51,LaNinaTemp
1872-July-01,-0.4,Cold
1873-July-01,-0.46,Cold
1874-July-01,-1.11,LaNinaTemp
1875-July-01,-0.86,LaNinaTemp
1876-July-01,-0.42,Cold
1877-July-01,1.37,NinoTemp
1878-July-01,0.27,Warm
1879-July-01,-0.62,LaNinaTemp
1880-July-01,-0.45,Cold
1881-July-01,-0.24,Cold
1882-July-01,-0.93,LaNinaTemp
1883-July-01,0.07,Warm
1884-July-01,0.26,Warm
1885-July-01,-0.28,Cold
1886-July-01,-1.02,LaNinaTemp
1887-July-01,-0.34,Cold
1888-July-01,0.61,NinoTemp
1889-July-01,-0.73,LaNinaTemp
1890-July-01,-0.88,LaNinaTemp
1891-July-01,0.31,Warm
1892-July-01,-0.66,LaNinaTemp
1893-July-01,-1.0,LaNinaTemp
1894-July-01,-0.6,LaNinaTemp
1895-July-01,-0.18,Cold
1896-July-01,0.37,Warm
1897-July-01,-0.03,Cold
1898-July-01,-0.52,LaNinaTemp
1899-July-01,-0.12,Cold
1900-July-01,0.71,NinoTemp
1901-July-01,-0.5,LaNinaTemp
1902-July-01,1.52,NinoTemp
1903-July-01,-0.47,Cold
1904-July-01,0.86,NinoTemp
1905-July-01,0.8,NinoTemp
1906-July-01,-0.87,LaNinaTemp
1907-July-01,-0.79,LaNinaTemp
1908-July-01,-0.76,LaNinaTemp
1909-July-01,-1.04,LaNinaTemp
1910-July-01,-0.7,LaNinaTemp
1911-July-01,0.01,Warm
1912-July-01,-0.33,Cold
1913-July-01,-0.05,Cold
1914-July-01,0.57,NinoTemp
1915-July-01,0.12,Warm
1916-July-01,-1.52,LaNinaTemp
1917-July-01,0.27,Warm
1918-July-01,0.57,NinoTemp
1919-July-01,0.48,Warm
1920-July-01,-0.35,Cold
1921-July-01,-0.25,Cold
1922-July-01,-0.79,LaNinaTemp
1923-July-01,0.09,Warm
1924-July-01,-1.03,LaNinaTemp
1925-July-01,0.82,NinoTemp
1926-July-01,0.71,NinoTemp
1927-July-01,-0.45,Cold
1928-July-01,-0.25,Cold
1929-July-01,-0.13,Cold
1930-July-01,0.77,NinoTemp
1931-July-01,0.29,Warm
1932-July-01,0.08,Warm
1933-July-01,-0.69,LaNinaTemp
1934-July-01,-0.45,Cold
1935-July-01,-0.81,LaNinaTemp
1936-July-01,-0.31,Cold
1937-July-01,-0.06,Cold
1938-July-01,-1.56,LaNinaTemp
1939-July-01,0.14,Warm
1940-July-01,-0.04,Cold
1941-July-01,0.47,Warm
1942-July-01,-1.01,LaNinaTemp
1943-July-01,0.01,Warm
1944-July-01,0.11,Warm
1945-July-01,-0.38,Cold
1946-July-01,-0.31,Cold
1947-July-01,-0.39,Cold
1948-July-01,-0.35,Cold
1949-July-01,-0.69,LaNinaTemp
1950-July-01,-1.04,LaNinaTemp
1951-July-01,1.14,NinoTemp
1952-July-01,-0.76,LaNinaTemp
1953-July-01,0.22,Warm
1954-July-01,-1.35,LaNinaTemp
1955-July-01,-1.26,LaNinaTemp
1956-July-01,-0.76,LaNinaTemp
1957-July-01,1.19,NinoTemp
1958-July-01,-0.01,Cold
1959-July-01,-0.38,Cold
1960-July-01,-0.3,Cold
1961-July-01,-0.67,LaNinaTemp
1962-July-01,-0.39,Cold
1963-July-01,0.84,NinoTemp
1964-July-01,-0.65,LaNinaTemp
1965-July-01,0.94,NinoTemp
1966-July-01,-0.18,Cold
1967-July-01,-0.42,Cold
1968-July-01,0.26,Warm
1969-July-01,0.3,Warm
1970-July-01,-1.68,LaNinaTemp
1971-July-01,-0.62,LaNinaTemp
1972-July-01,1.33,NinoTemp
1973-July-01,-1.25,LaNinaTemp
1974-July-01,-0.22,Cold
1975-July-01,-0.88,LaNinaTemp
1976-July-01,0.85,NinoTemp
1977-July-01,0.15,Warm
1978-July-01,-0.72,LaNinaTemp
1979-July-01,-0.04,Cold
1980-July-01,-0.1,Cold
1981-July-01,-0.34,Cold
1982-July-01,0.62,NinoTemp
1983-July-01,1.03,NinoTemp
1984-July-01,-0.59,LaNinaTemp
1985-July-01,-0.9,LaNinaTemp
1986-July-01,0.03,Warm
1987-July-01,1.34,NinoTemp
1988-July-01,-1.77,LaNinaTemp
1989-July-01,-0.27,Cold
1990-July-01,-0.08,Cold
1991-July-01,0.74,NinoTemp
1992-July-01,-0.01,Cold
1993-July-01,0.13,Warm
1994-July-01,-0.38,Cold
1995-July-01,-0.1,Cold
1996-July-01,-0.26,Cold
1997-July-01,2.27,NinoTemp
1998-July-01,-0.17,Cold
1999-July-01,-0.64,LaNinaTemp
2000-July-01,-0.58,LaNinaTemp
2001-July-01,-0.17,Cold
2002-July-01,0.27,Warm
2003-July-01,0.01,Warm
2004-July-01,-0.03,Cold
2005-July-01,0.12,Warm
2006-July-01,-0.01,Cold
2007-July-01,-0.63,LaNinaTemp
2008-July-01,0.33,Warm
2009-July-01,0.89,NinoTemp
2010-July-01,-0.84,LaNinaTemp
2011-July-01,0.06,Warm
2012-July-01,0.83,NinoTemp
2013-July-01,-0.56,LaNinaTemp
2014-July-01,0.56,NinoTemp
2015-July-01,1.87,NinoTemp
2016-July-01,-0.24,Cold
2017-July-01,0.08,Warm
2018-July-01,0.27,Warm
1870-August-01,-0.89,LaNinaTemp
1871-August-01,-0.34,Cold
1872-August-01,-0.83,LaNinaTemp
1873-August-01,-0.35,Cold
1874-August-01,-1.24,LaNinaTemp
1875-August-01,-0.76,LaNinaTemp
1876-August-01,-0.23,Cold
1877-August-01,1.58,NinoTemp
1878-August-01,-0.1,Cold
1879-August-01,-0.57,LaNinaTemp
1880-August-01,-0.09,Cold
1881-August-01,-0.32,Cold
1882-August-01,-0.71,LaNinaTemp
1883-August-01,-0.11,Cold
1884-August-01,0.28,Warm
1885-August-01,0.03,Warm
1886-August-01,-1.1,LaNinaTemp
1887-August-01,-0.73,LaNinaTemp
1888-August-01,0.73,NinoTemp
1889-August-01,-0.97,LaNinaTemp
1890-August-01,-1.07,LaNinaTemp
1891-August-01,0.1,Warm
1892-August-01,-0.67,LaNinaTemp
1893-August-01,-0.97,LaNinaTemp
1894-August-01,-0.66,LaNinaTemp
1895-August-01,0.29,Warm
1896-August-01,1.03,NinoTemp
1897-August-01,-0.19,Cold
1898-August-01,-0.62,LaNinaTemp
1899-August-01,0.89,NinoTemp
1900-August-01,0.58,NinoTemp
1901-August-01,-0.54,LaNinaTemp
1902-August-01,1.28,NinoTemp
1903-August-01,-0.61,LaNinaTemp
1904-August-01,0.81,NinoTemp
1905-August-01,1.22,NinoTemp
1906-August-01,-0.86,LaNinaTemp
1907-August-01,-1.05,LaNinaTemp
1908-August-01,-0.47,Cold
1909-August-01,-1.16,LaNinaTemp
1910-August-01,-0.72,LaNinaTemp
1911-August-01,0.23,Warm
1912-August-01,-0.42,Cold
1913-August-01,0.06,Warm
1914-August-01,0.98,NinoTemp
1915-August-01,0.01,Warm
1916-August-01,-1.72,LaNinaTemp
1917-August-01,0.31,Warm
1918-August-01,0.6,NinoTemp
1919-August-01,0.59,NinoTemp
1920-August-01,-0.02,Cold
1921-August-01,-0.6,LaNinaTemp
1922-August-01,-1.19,LaNinaTemp
1923-August-01,0.07,Warm
1924-August-01,-0.8,LaNinaTemp
1925-August-01,0.86,NinoTemp
1926-August-01,0.09,Warm
1927-August-01,-0.2,Cold
1928-August-01,-0.39,Cold
1929-August-01,0.05,Warm
1930-August-01,0.93,NinoTemp
1931-August-01,-0.17,Cold
1932-August-01,0.17,Warm
1933-August-01,-0.86,LaNinaTemp
1934-August-01,-0.16,Cold
1935-August-01,0.0,Cold
1936-August-01,-0.36,Cold
1937-August-01,-0.41,Cold
1938-August-01,-1.04,LaNinaTemp
1939-August-01,0.18,Warm
1940-August-01,0.68,NinoTemp
1941-August-01,0.69,NinoTemp
1942-August-01,-1.27,LaNinaTemp
1943-August-01,0.03,Warm
1944-August-01,-0.01,Cold
1945-August-01,-0.55,LaNinaTemp
1946-August-01,-0.96,LaNinaTemp
1947-August-01,-0.52,LaNinaTemp
1948-August-01,-0.03,Cold
1949-August-01,-0.58,LaNinaTemp
1950-August-01,-0.51,LaNinaTemp
1951-August-01,1.26,NinoTemp
1952-August-01,-0.55,LaNinaTemp
1953-August-01,0.04,Warm
1954-August-01,-1.33,LaNinaTemp
1955-August-01,-0.79,LaNinaTemp
1956-August-01,-0.67,LaNinaTemp
1957-August-01,1.14,NinoTemp
1958-August-01,0.08,Warm
1959-August-01,-0.5,LaNinaTemp
1960-August-01,0.03,Warm
1961-August-01,-0.59,LaNinaTemp
1962-August-01,-0.1,Cold
1963-August-01,0.9,NinoTemp
1964-August-01,-1.03,LaNinaTemp
1965-August-01,1.32,NinoTemp
1966-August-01,-0.5,LaNinaTemp
1967-August-01,-0.71,LaNinaTemp
1968-August-01,0.38,Warm
1969-August-01,0.6,NinoTemp
1970-August-01,-1.49,LaNinaTemp
1971-August-01,-0.81,LaNinaTemp
1972-August-01,2.02,NinoTemp
1973-August-01,-1.22,LaNinaTemp
1974-August-01,0.04,Warm
1975-August-01,-0.63,LaNinaTemp
1976-August-01,0.97,NinoTemp
1977-August-01,-0.21,Cold
1978-August-01,-0.72,LaNinaTemp
1979-August-01,0.47,Warm
1980-August-01,-0.18,Cold
1981-August-01,-0.32,Cold
1982-August-01,1.12,NinoTemp
1983-August-01,0.83,NinoTemp
1984-August-01,-0.5,LaNinaTemp
1985-August-01,-0.79,LaNinaTemp
1986-August-01,-0.03,Cold
1987-August-01,1.43,NinoTemp
1988-August-01,-1.56,LaNinaTemp
1989-August-01,-0.51,LaNinaTemp
1990-August-01,0.0,Cold
1991-August-01,0.29,Warm
1992-August-01,-0.35,Cold
1993-August-01,0.01,Warm
1994-August-01,-0.19,Cold
1995-August-01,-0.58,LaNinaTemp
1996-August-01,-0.28,Cold
1997-August-01,2.75,NinoTemp
1998-August-01,-0.27,Cold
1999-August-01,-0.74,LaNinaTemp
2000-August-01,-0.38,Cold
2001-August-01,-0.28,Cold
2002-August-01,0.34,Warm
2003-August-01,0.07,Warm
2004-August-01,0.25,Warm
2005-August-01,0.09,Warm
2006-August-01,0.36,Warm
2007-August-01,-0.96,LaNinaTemp
2008-August-01,0.54,NinoTemp
2009-August-01,0.72,NinoTemp
2010-August-01,-1.07,LaNinaTemp
2011-August-01,-0.4,Cold
2012-August-01,0.75,NinoTemp
2013-August-01,-0.48,Cold
2014-August-01,0.37,Warm
2015-August-01,2.08,NinoTemp
2016-August-01,-0.5,LaNinaTemp
2017-August-01,-0.37,Cold
2018-August-01,-0.12,Cold
1870-September-01,-0.81,LaNinaTemp
1871-September-01,-0.31,Cold
1872-September-01,-0.93,LaNinaTemp
1873-September-01,-0.47,Cold
1874-September-01,-1.14,LaNinaTemp
1875-September-01,-0.82,LaNinaTemp
1876-September-01,-0.02,Cold
1877-September-01,2.08,NinoTemp
1878-September-01,-0.41,Cold
1879-September-01,-0.71,LaNinaTemp
1880-September-01,0.26,Warm
1881-September-01,-0.4,Cold
1882-September-01,-0.47,Cold
1883-September-01,-0.24,Cold
1884-September-01,0.29,Warm
1885-September-01,0.35,Warm
1886-September-01,-1.06,LaNinaTemp
1887-September-01,-0.28,Cold
1888-September-01,1.07,NinoTemp
1889-September-01,-0.89,LaNinaTemp
1890-September-01,-0.97,LaNinaTemp
1891-September-01,-0.18,Cold
1892-September-01,-1.04,LaNinaTemp
1893-September-01,-0.9,LaNinaTemp
1894-September-01,-0.78,LaNinaTemp
1895-September-01,0.48,Warm
1896-September-01,0.96,NinoTemp
1897-September-01,-0.36,Cold
1898-September-01,-0.29,Cold
1899-September-01,0.79,NinoTemp
1900-September-01,0.42,Warm
1901-September-01,-0.43,Cold
1902-September-01,1.34,NinoTemp
1903-September-01,-0.75,LaNinaTemp
1904-September-01,0.17,Warm
1905-September-01,1.38,NinoTemp
1906-September-01,-0.9,LaNinaTemp
1907-September-01,0.1,Warm
1908-September-01,-0.68,LaNinaTemp
1909-September-01,-1.07,LaNinaTemp
1910-September-01,-1.01,LaNinaTemp
1911-September-01,0.75,NinoTemp
1912-September-01,0.21,Warm
1913-September-01,0.11,Warm
1914-September-01,0.96,NinoTemp
1915-September-01,0.06,Warm
1916-September-01,-1.49,LaNinaTemp
1917-September-01,0.09,Warm
1918-September-01,0.72,NinoTemp
1919-September-01,0.53,NinoTemp
1920-September-01,0.07,Warm
1921-September-01,-0.38,Cold
1922-September-01,-0.76,LaNinaTemp
1923-September-01,0.55,NinoTemp
1924-September-01,-0.94,LaNinaTemp
1925-September-01,0.83,NinoTemp
1926-September-01,-0.23,Cold
1927-September-01,-0.01,Cold
1928-September-01,-0.21,Cold
1929-September-01,0.39,Warm
1930-September-01,1.32,NinoTemp
1931-September-01,-0.5,LaNinaTemp
1932-September-01,-0.04,Cold
1933-September-01,-0.7,LaNinaTemp
1934-September-01,-0.14,Cold
1935-September-01,0.18,Warm
1936-September-01,0.0,Cold
1937-September-01,0.28,Warm
1938-September-01,-0.59,LaNinaTemp
1939-September-01,0.08,Warm
1940-September-01,0.12,Warm
1941-September-01,0.65,NinoTemp
1942-September-01,-1.29,LaNinaTemp
1943-September-01,-0.37,Cold
1944-September-01,-0.16,Cold
1945-September-01,-0.47,Cold
1946-September-01,-0.29,Cold
1947-September-01,-0.88,LaNinaTemp
1948-September-01,-0.34,Cold
1949-September-01,-0.92,LaNinaTemp
1950-September-01,-1.11,LaNinaTemp
1951-September-01,0.87,NinoTemp
1952-September-01,-0.62,LaNinaTemp
1953-September-01,0.7,NinoTemp
1954-September-01,-1.35,LaNinaTemp
1955-September-01,-1.44,LaNinaTemp
1956-September-01,-0.71,LaNinaTemp
1957-September-01,0.68,NinoTemp
1958-September-01,-0.21,Cold
1959-September-01,-0.42,Cold
1960-September-01,0.13,Warm
1961-September-01,-0.93,LaNinaTemp
1962-September-01,-0.55,LaNinaTemp
1963-September-01,0.63,NinoTemp
1964-September-01,-0.77,LaNinaTemp
1965-September-01,1.25,NinoTemp
1966-September-01,-0.44,Cold
1967-September-01,-0.95,LaNinaTemp
1968-September-01,0.29,Warm
1969-September-01,0.68,NinoTemp
1970-September-01,-1.07,LaNinaTemp
1971-September-01,-0.76,LaNinaTemp
1972-September-01,1.64,NinoTemp
1973-September-01,-1.18,LaNinaTemp
1974-September-01,-0.23,Cold
1975-September-01,-1.06,LaNinaTemp
1976-September-01,0.94,NinoTemp
1977-September-01,0.01,Warm
1978-September-01,-0.47,Cold
1979-September-01,0.81,NinoTemp
1980-September-01,-0.04,Cold
1981-September-01,0.04,Warm
1982-September-01,1.81,NinoTemp
1983-September-01,0.18,Warm
1984-September-01,-0.39,Cold
1985-September-01,-0.74,LaNinaTemp
1986-September-01,0.32,Warm
1987-September-01,1.63,NinoTemp
1988-September-01,-1.4,LaNinaTemp
1989-September-01,-0.32,Cold
1990-September-01,0.11,Warm
1991-September-01,0.1,Warm
1992-September-01,-0.35,Cold
1993-September-01,0.09,Warm
1994-September-01,0.01,Warm
1995-September-01,-0.7,LaNinaTemp
1996-September-01,-0.33,Cold
1997-September-01,2.84,NinoTemp
1998-September-01,-0.46,Cold
1999-September-01,-0.94,LaNinaTemp
2000-September-01,-0.31,Cold
2001-September-01,-0.67,LaNinaTemp
2002-September-01,0.51,NinoTemp
2003-September-01,0.02,Warm
2004-September-01,0.33,Warm
2005-September-01,-0.25,Cold
2006-September-01,0.71,NinoTemp
2007-September-01,-1.29,LaNinaTemp
2008-September-01,0.03,Warm
2009-September-01,0.76,NinoTemp
2010-September-01,-1.34,LaNinaTemp
2011-September-01,-0.68,LaNinaTemp
2012-September-01,0.39,Warm
2013-September-01,-0.22,Cold
2014-September-01,0.36,Warm
2015-September-01,2.36,NinoTemp
2016-September-01,-0.19,Cold
2017-September-01,-0.88,LaNinaTemp
2018-September-01,0.14,Warm
1870-October-01,-1.25,LaNinaTemp
1871-October-01,-0.37,Cold
1872-October-01,-1.12,LaNinaTemp
1873-October-01,-0.95,LaNinaTemp
1874-October-01,-1.23,LaNinaTemp
1875-October-01,-0.91,LaNinaTemp
1876-October-01,0.24,Warm
1877-October-01,2.14,NinoTemp
1878-October-01,-0.59,LaNinaTemp
1879-October-01,-0.86,LaNinaTemp
1880-October-01,0.34,Warm
1881-October-01,-0.43,Cold
1882-October-01,-0.62,LaNinaTemp
1883-October-01,-0.48,Cold
1884-October-01,0.36,Warm
1885-October-01,0.37,Warm
1886-October-01,-1.12,LaNinaTemp
1887-October-01,-0.26,Cold
1888-October-01,1.51,NinoTemp
1889-October-01,-1.24,LaNinaTemp
1890-October-01,-1.07,LaNinaTemp
1891-October-01,-0.2,Cold
1892-October-01,-1.63,LaNinaTemp
1893-October-01,-1.03,LaNinaTemp
1894-October-01,-0.72,LaNinaTemp
1895-October-01,0.54,NinoTemp
1896-October-01,0.93,NinoTemp
1897-October-01,-0.47,Cold
1898-October-01,-0.29,Cold
1899-October-01,1.0,NinoTemp
1900-October-01,0.15,Warm
1901-October-01,-0.34,Cold
1902-October-01,1.56,NinoTemp
1903-October-01,-0.67,LaNinaTemp
1904-October-01,0.97,NinoTemp
1905-October-01,0.99,NinoTemp
1906-October-01,-0.8,LaNinaTemp
1907-October-01,-0.45,Cold
1908-October-01,-0.47,Cold
1909-October-01,-1.31,LaNinaTemp
1910-October-01,-0.85,LaNinaTemp
1911-October-01,0.47,Warm
1912-October-01,-0.16,Cold
1913-October-01,0.34,Warm
1914-October-01,0.51,NinoTemp
1915-October-01,-0.03,Cold
1916-October-01,-1.56,LaNinaTemp
1917-October-01,-0.07,Cold
1918-October-01,1.11,NinoTemp
1919-October-01,0.1,Warm
1920-October-01,-0.07,Cold
1921-October-01,-0.02,Cold
1922-October-01,-0.39,Cold
1923-October-01,0.42,Warm
1924-October-01,-0.4,Cold
1925-October-01,0.83,NinoTemp
1926-October-01,-0.23,Cold
1927-October-01,0.13,Warm
1928-October-01,-0.27,Cold
1929-October-01,0.26,Warm
1930-October-01,1.39,NinoTemp
1931-October-01,-0.08,Cold
1932-October-01,-0.08,Cold
1933-October-01,-0.97,LaNinaTemp
1934-October-01,-0.22,Cold
1935-October-01,0.07,Warm
1936-October-01,0.43,Warm
1937-October-01,-0.26,Cold
1938-October-01,-0.71,LaNinaTemp
1939-October-01,-0.23,Cold
1940-October-01,0.19,Warm
1941-October-01,0.91,NinoTemp
1942-October-01,-1.5,LaNinaTemp
1943-October-01,-0.22,Cold
1944-October-01,-0.35,Cold
1945-October-01,-0.61,LaNinaTemp
1946-October-01,-0.34,Cold
1947-October-01,-0.7,LaNinaTemp
1948-October-01,-0.77,LaNinaTemp
1949-October-01,-1.11,LaNinaTemp
1950-October-01,-0.88,LaNinaTemp
1951-October-01,1.03,NinoTemp
1952-October-01,-0.27,Cold
1953-October-01,0.01,Warm
1954-October-01,-1.28,LaNinaTemp
1955-October-01,-1.7,LaNinaTemp
1956-October-01,-0.6,LaNinaTemp
1957-October-01,0.83,NinoTemp
1958-October-01,-0.27,Cold
1959-October-01,0.11,Warm
1960-October-01,-0.35,Cold
1961-October-01,-0.92,LaNinaTemp
1962-October-01,-0.5,LaNinaTemp
1963-October-01,0.78,NinoTemp
1964-October-01,-0.92,LaNinaTemp
1965-October-01,1.37,NinoTemp
1966-October-01,-0.31,Cold
1967-October-01,-0.96,LaNinaTemp
1968-October-01,0.26,Warm
1969-October-01,0.82,NinoTemp
1970-October-01,-0.87,LaNinaTemp
1971-October-01,-1.08,LaNinaTemp
1972-October-01,1.92,NinoTemp
1973-October-01,-1.35,LaNinaTemp
1974-October-01,-0.63,LaNinaTemp
1975-October-01,-1.22,LaNinaTemp
1976-October-01,1.1,NinoTemp
1977-October-01,0.55,NinoTemp
1978-October-01,-0.14,Cold
1979-October-01,0.57,NinoTemp
1980-October-01,-0.26,Cold
1981-October-01,0.11,Warm
1982-October-01,2.34,NinoTemp
1983-October-01,-0.49,Cold
1984-October-01,-0.86,LaNinaTemp
1985-October-01,-0.84,LaNinaTemp
1986-October-01,0.77,NinoTemp
1987-October-01,1.23,NinoTemp
1988-October-01,-1.86,LaNinaTemp
1989-October-01,-0.36,Cold
1990-October-01,-0.06,Cold
1991-October-01,0.64,NinoTemp
1992-October-01,-0.34,Cold
1993-October-01,0.21,Warm
1994-October-01,0.62,NinoTemp
1995-October-01,-0.73,LaNinaTemp
1996-October-01,-0.39,Cold
1997-October-01,3.11,NinoTemp
1998-October-01,-0.74,LaNinaTemp
1999-October-01,-1.16,LaNinaTemp
2000-October-01,-0.48,Cold
2001-October-01,-0.53,LaNinaTemp
2002-October-01,0.93,NinoTemp
2003-October-01,0.39,Warm
2004-October-01,0.47,Warm
2005-October-01,-0.43,Cold
2006-October-01,0.85,NinoTemp
2007-October-01,-1.48,LaNinaTemp
2008-October-01,-0.02,Cold
2009-October-01,0.78,NinoTemp
2010-October-01,-1.7,LaNinaTemp
2011-October-01,-0.98,LaNinaTemp
2012-October-01,0.04,Warm
2013-October-01,-0.1,Cold
2014-October-01,0.63,NinoTemp
2015-October-01,2.47,NinoTemp
2016-October-01,-0.52,LaNinaTemp
2017-October-01,-0.82,LaNinaTemp
2018-October-01,0.71,NinoTemp
1870-November-01,-1.03,LaNinaTemp
1871-November-01,-0.32,Cold
1872-November-01,-0.97,LaNinaTemp
1873-November-01,-1.03,LaNinaTemp
1874-November-01,-1.24,LaNinaTemp
1875-November-01,-0.91,LaNinaTemp
1876-November-01,0.25,Warm
1877-November-01,2.29,NinoTemp
1878-November-01,-0.92,LaNinaTemp
1879-November-01,-1.02,LaNinaTemp
1880-November-01,0.37,Warm
1881-November-01,-0.6,LaNinaTemp
1882-November-01,-0.88,LaNinaTemp
1883-November-01,-0.23,Cold
1884-November-01,0.48,Warm
1885-November-01,0.52,NinoTemp
1886-November-01,-1.26,LaNinaTemp
1887-November-01,-0.1,Cold
1888-November-01,2.2,NinoTemp
1889-November-01,-1.01,LaNinaTemp
1890-November-01,-1.0,LaNinaTemp
1891-November-01,-0.06,Cold
1892-November-01,-1.59,LaNinaTemp
1893-November-01,-0.91,LaNinaTemp
1894-November-01,-0.84,LaNinaTemp
1895-November-01,0.53,NinoTemp
1896-November-01,1.58,NinoTemp
1897-November-01,-0.52,LaNinaTemp
1898-November-01,-0.61,LaNinaTemp
1899-November-01,1.25,NinoTemp
1900-November-01,-0.1,Cold
1901-November-01,-0.15,Cold
1902-November-01,1.63,NinoTemp
1903-November-01,-0.81,LaNinaTemp
1904-November-01,0.55,NinoTemp
1905-November-01,1.11,NinoTemp
1906-November-01,-0.5,LaNinaTemp
1907-November-01,-0.42,Cold
1908-November-01,-0.82,LaNinaTemp
1909-November-01,-1.55,LaNinaTemp
1910-November-01,-0.4,Cold
1911-November-01,0.94,NinoTemp
1912-November-01,0.08,Warm
1913-November-01,0.88,NinoTemp
1914-November-01,0.48,Warm
1915-November-01,-0.41,Cold
1916-November-01,-1.85,LaNinaTemp
1917-November-01,-0.45,Cold
1918-November-01,1.41,NinoTemp
1919-November-01,-0.45,Cold
1920-November-01,-0.15,Cold
1921-November-01,-0.89,LaNinaTemp
1922-November-01,-0.79,LaNinaTemp
1923-November-01,0.5,Warm
1924-November-01,-0.96,LaNinaTemp
1925-November-01,0.84,NinoTemp
1926-November-01,-0.28,Cold
1927-November-01,-0.08,Cold
1928-November-01,-0.42,Cold
1929-November-01,0.12,Warm
1930-November-01,1.81,NinoTemp
1931-November-01,-0.47,Cold
1932-November-01,-0.24,Cold
1933-November-01,-1.02,LaNinaTemp
1934-November-01,-0.05,Cold
1935-November-01,0.29,Warm
1936-November-01,0.04,Warm
1937-November-01,-0.04,Cold
1938-November-01,-0.86,LaNinaTemp
1939-November-01,0.38,Warm
1940-November-01,0.3,Warm
1941-November-01,1.14,NinoTemp
1942-November-01,-1.66,LaNinaTemp
